PIDM,ERM_INITIAL_SCORE,ERM_CURRENT_SCORE,ERM_SCORE
2330699,63,63,30
2330753,63,63,30
2330792,42,42,10
2330810,61,100,40
2330835,71,71,40
2330990,59,null,30
2331001,54,null,25
2331010,71,71,40
2331019,71,75,40
2331025,44,44,10
2331050,68,68,40
2331080,41,41,10
2331109,60,60,30
2331110,52,52,25
2331130,71,71,40
2331305,34,34,10
2331327,58,58,30
2331353,53,53,25
2331380,65,71,40
2331421,66,66,40
2331487,51,51,15
2331667,66,100,40
2332001,56,56,30
2332011,58,58,30
2332013,56,56,30
2332016,64,64,30
2332070,59,59,30
2332100,52,52,25
2332102,57,57,30
2332203,52,65,25
2332205,60,100,40
2332214,49,56,15
2332248,48,48,15
2332277,51,56,15
2332280,49,85,30
2332288,61,61,30
2332303,32,32,10
2332332,43,43,10
2332340,40,40,10
2332356,58,58,30
2332400,58,58,30
2332453,44,44,10
2332479,56,56,30
2332498,46,73,25
2332598,48,100,30
2332622,53,53,25
2332703,66,70,40
2332711,42,42,10
2332763,55,55,30
2332882,70,null,40
2332892,71,100,40
2332902,57,57,30
2332950,55,55,30
2332952,72,72,40
2333092,70,70,40
2333130,48,48,15
2333150,68,68,40
2333152,42,51,10
2333195,69,73,40
2333199,64,72,30
2333205,65,65,40
2333243,40,40,10
2333272,53,53,25
2333284,74,74,40
2333296,60,60,30
2333321,46,46,15
2333358,51,51,15
2333447,66,66,40
2333460,40,73,25
2333463,57,57,30
2333470,66,69,40
2333487,41,66,15
2333493,52,52,25
2333498,65,73,40
2333531,68,68,40
2333533,47,74,25
2333560,46,46,15
2333633,41,null,10
2333716,54,null,25
2333718,31,65,15
2333719,54,54,25
2333732,54,54,25
2333733,71,71,40
2333839,41,66,15
2333856,55,55,30
2333883,56,56,30
2333887,59,63,30
2333929,51,74,25
2333941,59,59,30
2333963,51,51,15
2333973,54,54,25
2333977,68,68,40
2333982,56,56,30
2334017,66,66,40
2334018,56,56,30
2334019,64,64,30
2334021,55,55,30
2334022,70,70,40
2334023,63,63,30
2334089,73,73,40
2334096,66,66,40
2334118,68,68,40
2334202,69,78,40
2334400,47,61,15
2334429,68,68,40
2334433,49,49,15
2334439,55,55,30
2334461,45,45,15
2334500,62,97,40
2334509,43,null,10
2334517,64,64,30
2334524,32,32,10
2334624,63,63,30
2334625,39,39,10
2334628,64,64,30
2334631,43,43,10
2334698,49,100,30
2334841,46,76,25
2334961,68,null,40
2334986,68,72,40
2335480,55,55,30
2335571,60,60,30
2335723,56,56,30
2336139,55,55,30
2336336,64,64,30
2336343,59,63,30
2336365,39,99,25
2336383,42,42,10
2336761,55,55,30
2337588,43,43,10
2337630,63,63,30
2337681,69,69,40
2337691,59,59,30
2337895,56,56,30
2337998,47,47,15
2338102,66,67,40
2338166,68,68,40
2338319,61,97,40
2338333,53,78,30
2338700,31,31,10
2338781,64,97,40
2339937,63,68,30
2340230,73,73,40
2340248,62,62,30
2340773,51,null,15
2340860,71,71,40
2340933,62,100,40
2341756,53,100,40
2342158,52,52,25
2342167,63,100,40
2342191,58,58,30
2342737,54,59,25
2344050,70,70,40
2344242,58,100,40
2344815,71,null,40
2345377,63,null,30
2346134,58,71,30
2346235,46,46,15
2346253,52,88,30
2346258,65,65,40
2346364,49,49,15
2346534,64,64,30
2346544,56,56,30
2346561,47,47,15
2346569,75,100,40
2346573,74,74,40
2346590,46,46,15
2346601,74,74,40
2346606,46,67,15
2346610,68,68,40
2346614,66,66,40
2346615,52,52,25
2346616,49,84,30
2346884,65,65,40
2346982,59,null,30
2347074,69,69,40
2347076,27,27,10
2347077,75,75,40
2347147,46,87,30
2347152,59,70,30
2347171,66,66,40
2347188,60,60,30
2347209,30,30,10
2347322,53,53,25
2347387,47,47,15
2347728,57,57,30
2347733,51,51,15
2348481,61,100,40
2348665,63,63,30
2348878,43,43,10
2349167,43,43,10
2349757,59,59,30
2350145,64,64,30
2350285,73,73,40
2350578,65,65,40
2350831,66,66,40
2351294,53,53,25
2351303,59,null,30
2352048,62,62,30
2352280,58,100,40
2354940,58,58,30
2355362,54,78,30
2355366,47,89,30
2355384,61,61,30
2355388,63,63,30
2355425,52,52,25
2355450,65,65,40
2355490,48,48,15
2355616,69,69,40
2355634,52,62,25
2355659,59,59,30
2355661,59,59,30
2355670,68,68,40
2355928,74,100,40
2356252,43,85,25
2356318,61,61,30
2356355,66,66,40
2356357,57,65,30
2356408,47,47,15
2356436,48,61,15
2356437,64,64,30
2356718,57,57,30
2356766,43,43,10
2356831,55,55,30
2356835,65,65,40
2356840,61,61,30
2356880,62,80,30
2356882,59,59,30
2356893,59,59,30
2356905,42,42,10
2356907,47,47,15
2356958,45,45,15
2357594,49,78,30
2357616,45,45,15
2357664,40,70,15
2357666,70,70,40
2357674,44,59,10
2357692,59,59,30
2357709,73,73,40
2357733,64,100,40
2357757,51,51,15
2359227,41,52,10
2359532,70,null,40
2360502,53,53,25
2360522,41,59,10
2360524,62,100,40
2360543,69,69,40
2360573,57,57,30
2360666,53,66,25
2360723,47,47,15
2360739,41,41,10
2360740,51,72,15
2360752,75,75,40
2361017,58,99,40
2361146,44,44,10
2361150,47,60,15
2361193,64,64,30
2361203,48,48,15
2361211,35,73,25
2361260,54,null,25
2361280,49,49,15
2361284,34,34,10
2361504,53,53,25
2361615,48,48,15
2362067,45,45,15
2362089,45,45,15
2362101,66,74,40
2362102,64,100,40
2362208,40,40,10
2362209,43,43,10
2362228,43,55,10
2362242,43,85,25
2362244,55,66,30
2362258,68,73,40
2362296,49,49,15
2362334,55,55,30
2362335,55,62,30
2362344,68,68,40
2362385,66,66,40
2362677,65,65,40
2363140,60,100,40
2363225,69,69,40
2363487,51,74,25
2364206,57,57,30
2364473,57,57,30
2364713,57,97,40
2366339,49,49,15
2366618,61,61,30
2366621,65,null,40
2366637,47,47,15
2366649,61,61,30
2366656,52,52,25
2366664,46,78,30
2366706,58,58,30
2366713,71,71,40
2366718,51,51,15
2366797,54,null,25
2366826,58,58,30
2366847,69,69,40
2366984,63,63,30
2367001,51,51,15
2367067,61,100,40
2367075,47,92,30
2367088,63,63,30
2367090,56,63,30
2367283,54,54,25
2367437,47,49,15
2368149,57,57,30
2368193,58,58,30
2368457,58,65,30
2368756,48,48,15
2368824,38,38,10
2368894,44,44,10
2368907,65,65,40
2368923,46,46,15
2368931,65,65,40
2368956,52,52,25
2369015,70,100,40
2369096,62,62,30
2369139,56,65,30
2369156,44,74,25
2369162,37,null,10
2369172,57,97,40
2369245,56,72,30
2369252,64,64,30
2369269,60,null,30
2369294,55,55,30
2369296,60,60,30
2369328,73,73,40
2369337,51,51,15
2369357,64,73,30
2369361,59,59,30
2369367,35,41,10
2369377,55,55,30
2369436,40,40,10
2369438,31,31,10
2369443,43,43,10
2369455,75,75,40
2369502,40,40,10
2369515,30,56,10
2369541,68,90,40
2369568,63,63,30
2369585,58,58,30
2369749,49,49,15
2370122,55,55,30
2370142,49,49,15
2370173,51,51,15
2370197,61,null,30
2370209,52,null,25
2370420,45,45,15
2370659,51,78,30
2370751,62,67,30
2370790,62,89,30
2370848,72,72,40
2371176,64,64,30
2371188,61,61,30
2371269,47,57,15
2371417,59,59,30
2371497,51,65,15
2371722,64,64,30
2371873,60,60,30
2371876,42,42,10
2371915,58,68,30
2372033,53,53,25
2372219,74,74,40
2372315,73,73,40
2372340,64,97,40
2372726,63,70,30
2372753,56,56,30
2373511,64,73,30
2373737,43,58,10
2373949,59,59,30
2374076,68,null,40
2374797,56,100,40
2375007,38,38,10
2375019,55,55,30
2375034,59,81,30
2375039,49,78,30
2375054,58,58,30
2375070,55,84,30
2375332,41,41,10
2375539,69,69,40
2375831,61,61,30
2375868,70,70,40
2375889,63,67,30
2375916,44,76,25
2375943,62,100,40
2376076,53,53,25
2376151,73,73,40
2376182,49,73,25
2376258,58,null,30
2376449,68,68,40
2376829,53,53,25
2377109,66,66,40
2377125,56,56,30
2377803,64,100,40
2377856,65,65,40
2378965,49,49,15
2379023,61,61,30
2379037,48,null,15
2379073,62,97,40
2379091,61,61,30
2379105,58,58,30
2379113,58,58,30
2379142,47,47,15
2379160,62,null,30
2379210,54,54,25
2379215,53,53,25
2379249,45,45,15
2379253,68,68,40
2379283,51,54,15
2379303,52,52,25
2379332,39,39,10
2379334,38,38,10
2379354,41,41,10
2379368,56,97,40
2379391,43,43,10
2379531,41,41,10
2379685,46,46,15
2379748,52,54,25
2379898,47,47,15
2380126,48,48,15
2380593,54,null,25
2380645,71,71,40
2380653,56,56,30
2380658,47,47,15
2380749,52,52,25
2380751,63,63,30
2380790,75,89,40
2380794,45,45,15
2380882,62,62,30
2380886,54,54,25
2380928,63,97,40
2380942,68,97,40
2381008,56,56,30
2381038,41,41,10
2381039,43,null,10
2381046,45,46,15
2381061,60,60,30
2381081,53,53,25
2381106,46,46,15
2381116,55,55,30
2381129,70,90,40
2381154,53,53,25
2381200,43,55,10
2381462,51,78,30
2381674,63,63,30
2382007,69,69,40
2382869,58,63,30
2383179,51,51,15
2383434,74,100,40
2383543,59,97,40
2383612,70,70,40
2383911,46,76,25
2383924,43,68,15
2383928,58,null,30
2383959,28,28,10
2384060,71,71,40
2384101,53,62,25
2384103,42,42,10
2384111,42,63,10
2384129,56,56,30
2384144,65,73,40
2384176,68,68,40
2384224,70,null,40
2384272,46,79,30
2384307,62,97,40
2384313,51,51,15
2384314,47,100,30
2384393,31,100,25
2384404,55,null,30
2384430,48,48,15
2384436,51,74,25
2384542,64,97,40
2384544,54,null,25
2384608,71,71,40
2384610,56,63,30
2384648,56,56,30
2384664,60,null,30
2384743,57,57,30
2384886,65,65,40
2385095,71,71,40
2385148,69,69,40
2385583,48,60,15
2385837,49,49,15
2386178,54,54,25
2386769,49,69,15
2386905,57,57,30
2386999,57,57,30
2387125,43,43,10
2387216,63,63,30
2387244,66,66,40
2387260,69,69,40
2387261,27,27,10
2387356,54,54,25
2387358,62,62,30
2387361,44,44,10
2387382,63,100,40
2387499,55,55,30
2387503,71,71,40
2387513,66,66,40
2387570,54,null,25
2387580,51,55,15
2387613,48,48,15
2387616,52,52,25
2387656,64,64,30
2387662,70,71,40
2387683,38,38,10
2387692,54,54,25
2387727,59,59,30
2387771,59,59,30
2387788,37,60,10
2387884,38,38,10
2388302,46,46,15
2388342,39,39,10
2388391,61,61,30
2388974,46,46,15
2388984,55,55,30
2388990,45,45,15
2389002,51,51,15
2389032,59,59,30
2389033,58,58,30
2389127,42,42,10
2389142,52,52,25
2389173,43,43,10
2389176,53,53,25
2389202,42,42,10
2389207,56,56,30
2389222,58,58,30
2389244,58,58,30
2389253,52,52,25
2389259,44,null,10
2389260,43,null,10
2389268,68,72,40
2389270,44,65,15
2389271,62,62,30
2389286,59,null,30
2389318,49,49,15
2389323,70,70,40
2389327,47,47,15
2389336,45,45,15
2389347,46,46,15
2389463,46,100,30
2389619,68,68,40
2389631,60,60,30
2389836,48,70,15
2390187,34,74,25
2390189,59,59,30
2390228,47,63,15
2390236,55,55,30
2390261,46,57,15
2390264,70,73,40
2390296,56,56,30
2390299,42,42,10
2390303,45,51,15
2390324,58,58,30
2390351,74,74,40
2390394,45,45,15
2390424,46,null,15
2390430,52,52,25
2390487,59,59,30
2390488,56,65,30
2390544,60,60,30
2390552,51,71,15
2390570,60,60,30
2390574,48,69,15
2390586,73,73,40
2390589,66,66,40
2390593,43,100,25
2390752,68,68,40
2390775,51,51,15
2390891,66,71,40
2391087,53,74,25
2391190,55,55,30
2391839,60,97,40
2392181,60,60,30
2392321,74,74,40
2392386,68,68,40
2392409,58,58,30
2392490,58,66,30
2392599,59,59,30
2392616,61,61,30
2392625,49,49,15
2392637,68,68,40
2392655,48,56,15
2392659,38,38,10
2392668,47,47,15
2392809,57,74,30
2392847,59,59,30
2392940,65,65,40
2392942,60,62,30
2392973,69,69,40
2393006,64,63,30
2393019,53,53,25
2393124,47,74,25
2393181,62,62,30
2393207,60,60,30
2393243,38,38,10
2393246,56,56,30
2393644,65,65,40
2393962,70,70,40
2395194,59,59,30
2396165,74,100,40
2396764,55,97,40
2396948,68,68,40
2397654,53,53,25
2397668,49,49,15
2397680,62,100,40
2397697,57,57,30
2397771,45,45,15
2397792,48,48,15
2397875,51,51,15
2397885,66,66,40
2397887,54,54,25
2397944,74,74,40
2398017,44,57,10
2398051,61,74,30
2398067,54,54,25
2398087,56,56,30
2398095,54,54,25
2398112,73,92,40
2398642,37,37,10
2399373,65,100,40
2400367,69,69,40
2400376,58,58,30
2400405,54,100,40
2400416,46,49,15
2400429,46,46,15
2400611,51,51,15
2400617,39,39,10
2400629,72,81,40
2400633,47,47,15
2400647,68,null,40
2400672,63,97,40
2400986,35,35,10
2401109,62,62,30
2401135,57,57,30
2401262,57,57,30
2401355,68,68,40
2401767,58,58,30
2401776,52,82,30
2401846,69,69,40
2401979,53,74,25
2401981,46,67,15
2402010,63,97,40
2402011,47,69,15
2402071,61,98,40
2402091,53,53,25
2402119,65,65,40
2402159,55,70,30
2402161,62,62,30
2402177,45,45,15
2402178,61,80,30
2402181,32,52,10
2402203,54,78,30
2402210,68,68,40
2402214,63,null,30
2402252,72,72,40
2402269,64,64,30
2402327,71,71,40
2402339,59,59,30
2402341,55,55,30
2402356,41,null,10
2402358,58,68,30
2403024,71,71,40
2403039,72,72,40
2404308,61,65,30
2404369,47,47,15
2404672,38,38,10
2404757,61,61,30
2404762,70,70,40
2405280,61,75,30
2405285,54,54,25
2405579,64,64,30
2405607,69,69,40
2405621,52,78,30
2405624,62,62,30
2405627,53,53,25
2405653,62,62,30
2405660,42,42,10
2405675,35,35,10
2405679,66,66,40
2405714,54,54,25
2405735,51,51,15
2405750,30,30,10
2405779,55,55,30
2406432,65,65,40
2406583,63,63,30
2407038,53,66,25
2407139,73,100,40
2407186,69,69,40
2407248,60,60,30
2407272,58,63,30
2407358,64,64,30
2407369,65,65,40
2407370,52,52,25
2407371,72,72,40
2407381,60,97,40
2407387,62,100,40
2407397,68,68,40
2407545,60,100,40
2407567,45,78,30
2407576,62,67,30
2407578,46,46,15
2407626,71,94,40
2407747,70,70,40
2407757,62,null,30
2407772,29,29,10
2407794,53,53,25
2407840,68,100,40
2407863,46,78,30
2407964,44,44,10
2407974,54,54,25
2407983,65,65,40
2408013,55,null,30
2408159,42,57,10
2408175,38,38,10
2408419,55,100,40
2408633,47,47,15
2409035,60,60,30
2409123,37,100,25
2409140,49,49,15
2409199,58,58,30
2409206,57,57,30
2409242,68,68,40
2409251,56,56,30
2409262,49,49,15
2409340,37,37,10
2409674,54,54,25
2409741,68,71,40
2410514,58,58,30
2410548,65,65,40
2410638,74,74,40
2410655,59,59,30
2410787,59,59,30
2410794,63,98,40
2410810,64,64,30
2410837,61,61,30
2410848,54,97,40
2410862,73,80,40
2410928,58,58,30
2410929,54,54,25
2410954,62,62,30
2410955,65,null,40
2411020,57,67,30
2411030,74,74,40
2411046,55,55,30
2411054,43,100,25
2411058,54,54,25
2411097,61,69,30
2411109,62,62,30
2411142,64,64,30
2411148,62,62,30
2411161,69,69,40
2411172,64,82,30
2411202,60,60,30
2411286,57,57,30
2411312,54,54,25
2411317,48,null,15
2412431,74,74,40
2412838,63,63,30
2412908,74,74,40
2413114,72,72,40
2413481,63,63,30
2413936,46,46,15
2414093,70,70,40
2414114,51,51,15
2414134,59,59,30
2414139,61,61,30
2414174,51,51,15
2414202,38,65,15
2414205,51,78,30
2414249,26,26,10
2414270,70,70,40
2414288,64,64,30
2414292,64,64,30
2414340,49,49,15
2414420,54,54,25
2414428,62,62,30
2414449,57,65,30
2414457,65,71,40
2414459,58,58,30
2414467,75,75,40
2414716,63,63,30
2414794,52,91,30
2415101,63,71,30
2415771,69,69,40
2416052,55,55,30
2416060,68,68,40
2416115,68,74,40
2416121,54,54,25
2416138,64,64,30
2416208,66,66,40
2416228,48,48,15
2416232,54,54,25
2416264,70,70,40
2416281,60,60,30
2416302,47,73,25
2416303,65,65,40
2416315,45,45,15
2416382,73,73,40
2416410,49,null,15
2416457,56,56,30
2416557,60,60,30
2416574,63,63,30
2416619,71,73,40
2416811,52,52,25
2416900,58,58,30
2416915,41,41,10
2416933,42,42,10
2417361,69,91,40
2417427,66,66,40
2417439,65,65,40
2417448,52,52,25
2417462,61,100,40
2417467,69,69,40
2417471,58,58,30
2417478,72,72,40
2417517,57,57,30
2417520,45,45,15
2417544,47,47,15
2417603,62,62,30
2417613,56,56,30
2417618,71,71,40
2417627,71,71,40
2417629,75,100,40
2417643,56,56,30
2417676,43,80,25
2417678,43,43,10
2417703,53,53,25
2417710,58,58,30
2417736,53,62,25
2417745,47,47,15
2417749,53,53,25
2417755,58,58,30
2417872,60,60,30
2417879,40,43,10
2417914,32,32,10
2417923,64,64,30
2418062,69,69,40
2418202,53,53,25
2418205,63,63,30
2418208,63,97,40
2418214,71,71,40
2418248,61,97,40
2418280,39,39,10
2418290,47,47,15
2418388,63,63,30
2418408,60,73,30
2418421,59,59,30
2418453,45,45,15
2418522,41,41,10
2418548,70,null,40
2418549,73,73,40
2418583,69,69,40
2418650,62,97,40
2418669,72,75,40
2418738,71,71,40
2418739,58,58,30
2418818,66,66,40
2418826,53,53,25
2418839,45,45,15
2418919,45,45,15
2418969,59,59,30
2418976,58,62,30
2419026,71,71,40
2419050,69,69,40
2419064,61,61,30
2419099,56,56,30
2419101,68,75,40
2419113,64,64,30
2419121,53,82,30
2419220,66,66,40
2419222,58,null,30
2419287,72,72,40
2419328,57,57,30
2419352,66,66,40
2419449,57,57,30
2419454,52,52,25
2419483,61,100,40
2419773,61,null,30
2419808,60,60,30
2419844,69,null,40
2419866,52,60,25
2419868,57,null,30
2419886,69,69,40
2419924,71,71,40
2419925,43,43,10
2419930,44,null,10
2419981,46,46,15
2419996,39,39,10
2420001,65,null,40
2420010,56,56,30
2420017,65,65,40
2420020,69,71,40
2420025,61,61,30
2420031,64,64,30
2420032,59,59,30
2420037,73,73,40
2420051,49,49,15
2420055,73,75,40
2420070,53,53,25
2420109,64,64,30
2420124,73,73,40
2420125,68,68,40
2420129,71,71,40
2420140,61,61,30
2420146,61,61,30
2420148,61,61,30
2420167,46,46,15
2420171,58,58,30
2420184,70,70,40
2420194,60,60,30
2420198,63,63,30
2420204,66,66,40
2420216,41,41,10
2420233,66,66,40
2420244,70,70,40
2420268,41,41,10
2420297,57,57,30
2420340,62,62,30
2420343,59,null,30
2420346,55,55,30
2420357,69,69,40
2420363,56,56,30
2420397,52,52,25
2420425,52,52,25
2420449,68,100,40
2420487,64,64,30
2420491,48,73,25
2420538,48,48,15
2420545,64,64,30
2420661,74,74,40
2420686,69,69,40
2420729,73,73,40
2420732,72,72,40
2420749,57,100,40
2420803,44,44,10
2420821,58,58,30
2420827,59,59,30
2420850,61,null,30
2420851,56,56,30
2420857,57,57,30
2420904,48,48,15
2420908,55,null,30
2420933,73,73,40
2421112,66,66,40
2421168,61,61,30
2421187,61,61,30
2421193,46,46,15
2421206,43,43,10
2421210,69,69,40
2421211,63,63,30
2421222,48,48,15
2421228,44,44,10
2421240,72,72,40
2421243,72,72,40
2421270,57,57,30
2421271,69,69,40
2421284,66,null,40
2421285,41,41,10
2421327,59,59,30
2421337,57,57,30
2421339,69,69,40
2421343,57,57,30
2421345,70,70,40
2421347,71,71,40
2421351,56,100,40
2421358,47,47,15
2421362,58,58,30
2421383,56,100,40
2421384,57,57,30
2421391,54,54,25
2421399,66,66,40
2421411,68,68,40
2421426,42,42,10
2421433,71,71,40
2421445,65,65,40
2421466,71,71,40
2421480,54,78,30
2421484,58,58,30
2421495,49,49,15
2421498,68,72,40
2421503,72,72,40
2421510,71,71,40
2421542,70,70,40
2421543,71,71,40
2421557,58,73,30
2421613,60,60,30
2421646,41,62,10
2421683,71,71,40
2421695,66,66,40
2421724,69,69,40
2421792,65,100,40
2421807,49,49,15
2421814,49,49,15
2421891,34,null,10
2421896,43,78,25
2421902,54,54,25
2421916,54,66,25
2421917,56,56,30
2421922,34,34,10
2421935,45,61,15
2422026,49,73,25
2422098,47,47,15
2422101,47,70,15
2422106,37,100,25
2422115,62,100,40
2422138,41,41,10
2422211,63,63,30
2422221,52,52,25
2422223,66,66,40
2422226,60,60,30
2422253,32,32,10
2422337,65,70,40
2422366,55,55,30
2422411,75,83,40
2422493,56,56,30
2422495,55,55,30
2422614,32,null,10
2422685,35,null,10
2422757,48,48,15
2422823,59,59,30
2422863,48,48,15
2422865,51,83,30
2422909,57,57,30
2422931,64,64,30
2422947,65,65,40
2422952,59,59,30
2423214,70,70,40
2423270,56,56,30
2423279,66,71,40
2423324,45,69,15
2423476,74,94,40
2423504,74,74,40
2423547,58,85,30
2423548,45,null,15
2423587,41,41,10
2423589,55,55,30
2423623,51,51,15
2423626,40,40,10
2423639,51,92,30
2423665,35,100,25
2423674,56,56,30
2423727,56,56,30
2423728,73,73,40
2423763,71,71,40
2423766,56,56,30
2423780,45,45,15
2423829,62,75,30
2423941,64,100,40
2423968,65,65,40
2423988,71,71,40
2423997,51,51,15
2424039,69,69,40
2424043,70,100,40
2424075,45,87,30
2424088,54,54,25
2424144,72,72,40
2424278,69,69,40
2424307,60,60,30
2424315,64,100,40
2424320,74,74,40
2424352,57,66,30
2424361,51,72,15
2424385,31,31,10
2424437,59,59,30
2424452,64,null,30
2424459,65,65,40
2424476,43,43,10
2424483,51,51,15
2424497,59,59,30
2424521,57,57,30
2424530,74,74,40
2424761,53,65,25
2424769,55,55,30
2424773,68,68,40
2424797,71,71,40
2424806,73,73,40
2424840,70,70,40
2424860,38,38,10
2424864,68,68,40
2424867,39,39,10
2424884,58,58,30
2424896,44,75,25
2424900,39,55,10
2424946,55,55,30
2424977,57,100,40
2425015,64,64,30
2425036,47,47,15
2425040,71,71,40
2425051,64,64,30
2425098,63,71,30
2425122,55,55,30
2425167,57,57,30
2425203,66,66,40
2425236,56,97,40
2425249,69,69,40
2425265,52,52,25
2425266,61,61,30
2425268,55,55,30
2425276,70,70,40
2425280,63,63,30
2425310,59,59,30
2425317,48,59,15
2425318,49,90,30
2425350,48,48,15
2425356,46,46,15
2425393,65,71,40
2425406,45,45,15
2425445,41,41,10
2425454,73,73,40
2425458,41,41,10
2425477,56,56,30
2425516,43,43,10
2425536,70,73,40
2425580,56,56,30
2425619,28,null,10
2425623,58,58,30
2425634,57,100,40
2425644,65,null,40
2425666,43,43,10
2425693,54,54,25
2425727,62,null,30
2425745,57,57,30
2425758,47,47,15
2425777,57,null,30
2425784,51,51,15
2425843,45,45,15
2425849,66,66,40
2425863,40,40,10
2425881,43,55,10
2425996,60,100,40
2426015,62,null,30
2426043,56,56,30
2426067,66,66,40
2426070,51,51,15
2426125,28,28,10
2426132,52,78,30
2426168,73,73,40
2426217,64,100,40
2426233,57,57,30
2426253,32,32,10
2426277,59,59,30
2426336,53,53,25
2426341,57,57,30
2426347,71,71,40
2426378,70,70,40
2426432,51,69,15
2426441,68,68,40
2426472,56,56,30
2426507,74,74,40
2426531,73,73,40
2426566,73,null,40
2426571,34,68,15
2426609,62,72,30
2426613,56,56,30
2426641,56,56,30
2426649,55,99,40
2426672,70,72,40
2426703,48,48,15
2426706,58,58,30
2426707,65,88,40
2426715,53,79,30
2426854,54,54,25
2426954,48,59,15
2426966,41,41,10
2426990,55,70,30
2427011,53,53,25
2427043,62,62,30
2427047,43,43,10
2427054,52,52,25
2427063,52,52,25
2427066,52,78,30
2427076,71,71,40
2427081,65,69,40
2427087,57,57,30
2427130,45,45,15
2427137,64,64,30
2427180,43,43,10
2427228,74,74,40
2427247,51,87,30
2427256,53,53,25
2427260,68,68,40
2427261,58,58,30
2427271,61,61,30
2427278,25,25,10
2427295,46,81,30
2427317,66,72,40
2427326,53,53,25
2427330,60,100,40
2427388,39,39,10
2427479,53,53,25
2427481,61,61,30
2427517,66,72,40
2427519,48,null,15
2427552,63,99,40
2427589,51,51,15
2427632,60,60,30
2427643,54,null,25
2427663,59,78,30
2427666,68,68,40
2427682,70,70,40
2427720,47,47,15
2427730,55,55,30
2427748,70,72,40
2427756,62,70,30
2427770,42,42,10
2427835,53,53,25
2427843,73,73,40
2427854,70,70,40
2427923,45,45,15
2427932,62,62,30
2427934,63,63,30
2427941,68,74,40
2427968,69,69,40
2427972,74,74,40
2427996,63,67,30
2428039,34,34,10
2428055,61,61,30
2428100,64,64,30
2428103,57,57,30
2428106,56,56,30
2428111,58,68,30
2428114,54,100,40
2428121,60,60,30
2428151,62,62,30
2428153,62,62,30
2428177,43,43,10
2428178,72,72,40
2428183,58,58,30
2428196,52,67,25
2428207,53,53,25
2428209,73,73,40
2428242,59,59,30
2428268,54,55,25
2428269,57,57,30
2428289,55,55,30
2428307,61,76,30
2428309,66,72,40
2428315,63,99,40
2428368,60,100,40
2428447,72,72,40
2428493,46,78,30
2428514,66,66,40
2428517,60,60,30
2428552,44,78,25
2428591,57,57,30
2428596,60,60,30
2428601,73,73,40
2428602,70,70,40
2428658,66,66,40
2428693,54,54,25
2428695,36,36,10
2428720,62,62,30
2428735,54,100,40
2429156,54,54,25
2431725,62,100,40
2433193,65,65,40
2433202,69,69,40
2433222,68,68,40
2433507,45,45,15
2433519,71,71,40
2433652,54,54,25
2434155,63,63,30
2434159,63,63,30
2434173,64,64,30
2434193,52,52,25
2434201,43,75,25
2434202,43,43,10
2434235,42,73,25
2434285,62,64,30
2434309,32,null,10
2434313,59,66,30
2434329,63,null,30
2434421,57,57,30
2434424,56,97,40
2434428,57,57,30
2434461,41,73,25
2434465,62,100,40
2434474,60,81,30
2434514,63,63,30
2434521,39,39,10
2434536,38,38,10
2434550,72,100,40
2434558,57,57,30
2434584,72,72,40
2434587,52,52,25
2434603,66,66,40
2434610,58,58,30
2434613,58,58,30
2434621,64,64,30
2434627,42,42,10
2434644,41,75,25
2434666,52,64,25
2434669,68,100,40
2434701,53,53,25
2434740,75,75,40
2434783,71,71,40
2434798,68,68,40
2434800,61,61,30
2434812,72,72,40
2434831,61,68,30
2434856,70,70,40
2434858,61,61,30
2434868,44,44,10
2434869,61,61,30
2434894,51,51,15
2434897,61,61,30
2434951,56,56,30
2434984,63,63,30
2435050,58,58,30
2435065,66,66,40
2435087,53,53,25
2435099,57,57,30
2435107,35,35,10
2435109,53,53,25
2435127,57,57,30
2435133,45,45,15
2435145,49,98,30
2435155,65,65,40
2435174,59,100,40
2435200,65,65,40
2435279,70,70,40
2435298,42,42,10
2435325,57,91,30
2435335,61,61,30
2435349,58,66,30
2435381,66,77,40
2435432,53,53,25
2435445,47,47,15
2435475,56,56,30
2435486,66,66,40
2435492,63,63,30
2435511,66,66,40
2435570,70,70,40
2435693,61,100,40
2435718,60,60,30
2435755,47,47,15
2435808,75,null,40
2435812,55,55,30
2435816,60,60,30
2435833,51,51,15
2435846,57,null,30
2435849,63,63,30
2435918,74,74,40
2435920,62,62,30
2435958,31,47,10
2435961,45,45,15
2435967,40,40,10
2436010,52,100,40
2436045,56,71,30
2436052,51,70,15
2436075,66,66,40
2436120,57,57,30
2436121,66,66,40
2436129,70,70,40
2436148,49,49,15
2436178,61,67,30
2436179,62,62,30
2436186,62,62,30
2436245,69,69,40
2436250,65,65,40
2436251,71,71,40
2436264,72,72,40
2436266,59,59,30
2436335,53,53,25
2436406,59,59,30
2436408,66,66,40
2436449,49,49,15
2436470,47,47,15
2436632,53,69,25
2438110,71,71,40
2438117,57,57,30
2438164,47,79,30
2438171,54,54,25
2438186,61,61,30
2438193,74,74,40
2438213,49,49,15
2438273,46,79,30
2438290,32,32,10
2438307,66,66,40
2438315,61,100,40
2438335,58,58,30
2438340,35,35,10
2438341,60,60,30
2438349,61,61,30
2438366,54,54,25
2438501,71,71,40
2438533,56,56,30
2438584,62,62,30
2438623,60,60,30
2438736,54,54,25
2438799,68,68,40
2438809,47,47,15
