PIDM,ERM_INITIAL_SCORE,ERM_CURRENT_SCORE,ERM_SCORE
2258913,35,53,10
2258921,57,57,30
2258925,34,34,10
2258926,65,65,40
2258934,39,39,10
2258937,61,61,30
2258951,43,43,10
2258954,42,62,10
2259235,48,48,15
2259433,40,73,25
2259502,69,69,40
2259672,47,100,30
2259676,56,56,30
2259677,57,60,30
2259704,43,67,15
2259721,54,64,25
2259761,55,55,30
2259783,45,73,25
2259787,52,52,25
2259802,70,70,40
2259805,70,88,40
2259810,55,55,30
2259824,70,100,40
2259841,48,48,15
2259850,56,56,30
2259854,48,48,15
2260047,45,45,15
2260288,43,43,10
2260308,59,59,30
2260309,71,71,40
2260313,71,71,40
2260475,39,39,10
2260679,65,65,40
2260682,65,65,40
2261069,66,74,40
2261078,66,66,40
2261089,47,47,15
2261189,58,58,30
2261200,69,84,40
2261202,47,47,15
2261211,75,75,40
2261216,48,48,15
2261237,70,70,40
2261244,49,72,15
2261252,74,74,40
2261255,51,51,15
2261259,68,68,40
2261265,55,55,30
2261266,71,71,40
2261286,42,52,10
2261323,59,100,40
2261324,70,70,40
2261326,31,31,10
2261329,48,48,15
2261342,39,79,25
2261365,41,60,10
2261390,74,74,40
2261413,56,56,30
2261459,58,58,30
2261470,53,53,25
2261503,48,76,25
2261507,56,58,30
2262118,58,58,30
2262483,62,98,40
2263280,54,54,25
2263441,75,75,40
2263590,63,63,30
2263912,52,83,30
2263934,52,78,30
2263962,51,51,15
2263974,75,75,40
2263982,42,54,10
2263991,48,48,15
2263996,63,100,40
2263998,63,63,30
2264070,56,56,30
2264075,55,62,30
2264138,42,42,10
2264139,58,100,40
2264140,32,44,10
2264143,46,46,15
2264148,55,55,30
2264172,66,66,40
2264245,54,67,25
2264264,63,67,30
2264475,72,null,40
2264552,62,null,30
2264609,44,44,10
2264806,69,69,40
2264814,69,69,40
2264841,58,58,30
2264853,60,60,30
2264879,32,32,10
2264882,53,78,30
2264889,68,100,40
2264916,62,74,30
2264937,52,52,25
2264942,54,100,40
2264997,43,43,10
2265023,60,60,30
2265034,48,78,30
2265088,62,62,30
2265152,57,57,30
2265156,57,57,30
2265519,63,100,40
2265541,41,41,10
2265542,72,72,40
2265562,35,35,10
2265750,65,65,40
2266308,73,null,40
2266310,66,66,40
2266313,59,59,30
2266334,39,39,10
2266777,55,55,30
2266798,71,71,40
2266817,64,64,30
2267189,68,68,40
2267491,61,61,30
2267511,55,55,30
2267613,54,72,25
2267641,69,69,40
2267821,51,51,15
2267826,70,69,40
2267841,58,58,30
2267849,46,56,15
2267850,43,43,10
2267874,71,71,40
2267915,72,72,40
2267916,66,66,40
2267918,61,61,30
2267926,60,71,30
2267963,53,53,25
2267965,43,100,25
2267971,57,100,40
2268076,57,57,30
2268080,69,88,40
2268111,72,72,40
2268163,43,100,25
2268200,61,61,30
2268209,55,55,30
2268360,42,42,10
2268569,48,null,15
2268626,55,68,30
2269093,62,62,30
2269634,70,70,40
2269700,69,80,40
2269842,51,51,15
2269843,51,51,15
2269855,57,57,30
2269878,42,42,10
2269906,61,61,30
2269915,57,57,30
2269929,49,49,15
2269941,54,54,25
2269944,71,71,40
2269946,64,null,30
2269962,49,64,15
2269964,49,49,15
2269974,74,74,40
2270015,70,70,40
2270024,51,77,25
2270039,54,null,25
2270076,56,56,30
2270107,59,59,30
2270108,60,60,30
2270177,62,100,40
2270219,43,43,10
2270257,73,73,40
2270680,36,92,25
2270904,69,69,40
2271086,71,71,40
2271099,43,57,10
2271134,65,65,40
2271168,58,58,30
2271173,56,56,30
2271239,60,60,30
2271243,43,43,10
2271249,55,null,30
2271274,64,64,30
2271277,45,45,15
2271297,34,34,10
2271368,63,100,40
2271386,64,64,30
2271390,55,100,40
2271400,63,100,40
2271411,63,63,30
2271527,72,73,40
2271534,64,64,30
2271541,57,57,30
2271542,74,74,40
2271852,60,60,30
2271910,55,55,30
2272136,52,52,25
2272215,41,75,25
2272450,73,73,40
2272473,47,66,15
2272635,54,54,25
2272891,61,61,30
2273110,65,65,40
2273136,62,62,30
2273222,48,100,30
2273224,46,46,15
2273299,59,100,40
2273344,57,75,30
2273388,73,73,40
2273393,41,41,10
2273396,58,58,30
2273414,44,44,10
2273435,28,28,10
2273436,70,70,40
2273489,59,66,30
2273491,54,78,30
2273825,64,64,30
2273917,70,70,40
2274188,68,68,40
2274224,58,58,30
2274579,64,64,30
2274673,52,52,25
2274743,47,null,15
2274886,75,75,40
2274942,59,70,30
2274999,71,74,40
2275008,46,null,15
2275019,66,66,40
2275023,61,null,30
2275034,68,97,40
2275055,44,44,10
2275056,44,67,15
2275058,47,47,15
2275074,51,50,15
2275086,53,53,25
2275104,49,null,15
2275122,70,100,40
2275139,61,61,30
2275173,63,63,30
2275176,65,65,40
2275182,64,97,40
2275209,70,90,40
2275234,62,62,30
2275322,40,40,10
2275355,56,56,30
2275359,64,100,40
2275386,74,74,40
2275449,62,62,30
2275455,65,73,40
2275482,65,65,40
2275488,68,null,40
2275498,46,98,30
2275586,68,100,40
2275590,61,61,30
2275596,54,54,25
2275604,49,null,15
2275630,63,97,40
2275634,66,66,40
2275647,70,70,40
2275676,74,null,40
2275723,54,97,40
2275783,61,61,30
2275823,69,null,40
2275841,58,71,30
2275847,75,100,40
2275849,51,51,15
2275877,57,57,30
2275918,37,37,10
2275938,59,59,30
2275942,61,61,30
2275958,56,56,30
2275973,62,62,30
2275978,69,93,40
2275995,57,57,30
2275996,49,49,15
2275999,37,37,10
2276007,38,38,10
2276013,43,43,10
2276014,37,39,10
2276039,40,40,10
2276040,52,52,25
2276069,54,76,25
2276105,64,71,30
2276115,68,68,40
2276116,40,40,10
2276117,59,59,30
2276120,53,53,25
2276127,65,100,40
2276129,68,68,40
2276137,58,null,30
2276140,70,70,40
2276141,68,81,40
2276171,51,51,15
2276296,58,64,30
2276297,61,61,30
2276299,64,64,30
2276300,60,60,30
2276303,59,95,30
2276319,61,61,30
2276361,63,97,40
2276413,65,65,40
2276517,40,40,10
2276615,55,55,30
2276711,54,54,25
2276712,68,68,40
2276746,68,73,40
2276748,46,46,15
2276753,44,44,10
2276766,58,72,30
2276769,60,60,30
2276792,58,58,30
2276827,71,71,40
2276828,72,72,40
2276834,38,38,10
2276836,47,82,30
2276853,62,91,30
2276863,59,59,30
2276866,61,79,30
2276927,53,53,25
2276942,74,null,40
2277243,56,56,30
2277252,53,100,40
2277256,57,57,30
2277287,62,97,40
2277291,52,52,25
2277311,69,69,40
2277346,56,56,30
2277373,56,null,30
2277382,61,61,30
2277393,43,null,10
2277442,65,65,40
2277447,69,69,40
2277456,75,75,40
2277457,53,null,25
2277469,53,53,25
2277471,68,83,40
2277488,73,73,40
2277537,55,55,30
2277563,74,74,40
2277600,66,69,40
2277611,70,70,40
2277619,63,98,40
2277639,64,64,30
2277657,64,64,30
2277676,64,64,30
2277683,51,51,15
2277692,68,100,40
2277697,60,69,30
2277703,54,54,25
2277727,61,61,30
2277750,58,58,30
2277871,66,66,40
2277935,52,52,25
2277963,47,61,15
2277985,35,100,25
2278033,52,52,25
2278038,47,47,15
2278066,60,60,30
2278070,45,45,15
2278101,68,68,40
2278111,41,41,10
2278141,71,85,40
2278215,57,67,30
2278281,65,65,40
2278351,55,55,30
2278353,73,73,40
2278410,61,61,30
2278451,64,64,30
2278457,69,100,40
2278458,52,52,25
2278479,42,42,10
2278491,43,43,10
2278504,72,72,40
2278585,74,75,40
2278604,69,69,40
2278613,62,62,30
2278666,47,78,30
2278692,40,40,10
2278742,75,75,40
2278777,66,66,40
2278792,47,47,15
2278842,69,69,40
2278914,66,66,40
2278927,60,60,30
2278932,46,74,25
2278950,58,72,30
2279186,52,52,25
2279217,47,47,15
2279265,59,59,30
2279288,66,66,40
2279294,68,68,40
2279295,26,26,10
2279413,61,75,30
2279414,41,41,10
2279459,38,38,10
2279485,49,49,15
2279507,69,69,40
2279578,44,100,25
2279671,49,49,15
2279709,40,84,25
2279818,71,71,40
2279842,54,54,25
2279870,51,62,15
2279914,49,84,30
2279961,71,71,40
2279970,68,68,40
2279996,68,68,40
2280009,35,75,25
2280063,51,51,15
2280064,53,53,25
2280143,42,42,10
2280144,54,54,25
2280171,44,44,10
2280213,74,80,40
2280263,44,44,10
2280359,70,70,40
2280362,55,71,30
2280364,54,54,25
2280373,64,64,30
2280374,63,63,30
2280375,56,56,30
2280391,66,66,40
2280395,45,45,15
2280404,46,57,15
2280410,49,49,15
2280414,49,100,30
2280421,68,68,40
2280423,49,70,15
2280435,63,null,30
2280579,52,52,25
2280615,40,40,10
2280639,38,38,10
2280695,30,30,10
2280711,55,55,30
2280768,57,57,30
2280774,51,84,30
2280832,56,56,30
2280900,63,63,30
2280927,64,100,40
2280963,48,100,30
2280966,58,58,30
2280974,49,58,15
2280980,60,60,30
2280993,45,45,15
2280994,74,74,40
2281043,58,null,30
2281087,31,59,10
2281142,61,97,40
2281144,49,49,15
2281154,60,60,30
2281156,52,52,25
2281157,47,71,15
2281159,47,100,30
2281214,54,97,40
2281219,45,45,15
2281224,52,52,25
2281790,65,65,40
2281813,57,57,30
2281816,65,65,40
2281822,38,59,10
2281848,54,54,25
2281860,53,67,25
2281861,43,43,10
2281903,60,100,40
2281907,48,74,25
2281913,66,66,40
2281918,54,54,25
2281929,56,56,30
2281934,64,64,30
2281952,63,63,30
2281955,66,95,40
2281963,68,68,40
2281981,58,58,30
2282003,62,62,30
2282006,53,53,25
2282249,58,58,30
2282420,44,44,10
2282424,44,69,15
2282435,60,60,30
2282442,71,71,40
2282445,68,100,40
2282518,47,66,15
2282530,69,98,40
2282532,74,74,40
2282559,53,53,25
2282584,56,56,30
2282612,44,64,10
2282618,49,66,15
2282644,59,59,30
2282655,73,73,40
2282672,49,75,25
2282675,43,43,10
2282784,63,100,40
2282955,55,55,30
2283249,56,56,30
2283287,70,73,40
2283305,52,52,25
2283313,45,85,30
2283316,55,55,30
2283364,57,57,30
2283376,54,54,25
2283403,62,62,30
2283418,53,53,25
2283435,60,60,30
2283460,57,57,30
2283478,71,71,40
2283511,59,59,30
2283526,63,63,30
2283551,61,61,30
2283558,72,72,40
2283564,70,70,40
2283569,46,46,15
2283584,74,74,40
2283586,53,80,30
2283595,70,70,40
2283615,52,52,25
2283690,75,75,40
2283823,46,46,15
2283829,60,60,30
2283843,65,65,40
2283856,56,56,30
2283878,70,70,40
2283899,58,58,30
2283959,63,63,30
2283964,42,42,10
2283977,58,68,30
2283994,49,49,15
2284008,56,97,40
2284017,68,68,40
2284034,64,64,30
2284039,59,59,30
2284127,56,56,30
2284191,70,100,40
2284242,60,60,30
2284244,46,46,15
2284249,34,34,10
2284276,48,48,15
2284292,70,70,40
2284311,52,52,25
2284349,63,63,30
2284353,48,57,15
2284368,49,62,15
2284388,47,47,15
2284414,61,61,30
2284428,75,75,40
2284437,55,55,30
2284438,54,54,25
2284450,71,71,40
2284451,72,72,40
2284576,57,74,30
2284644,53,53,25
2284660,39,39,10
2284673,38,38,10
2284677,63,98,40
2284679,58,58,30
2285030,63,63,30
2285109,42,42,10
2285151,58,58,30
2285422,62,62,30
2285500,49,49,15
2285582,63,100,40
2285794,54,69,25
2285823,27,null,10
2285905,51,51,15
2285990,64,64,30
2286030,75,75,40
2286142,75,75,40
2286277,60,100,40
2286377,69,69,40
2286388,70,100,40
2286405,32,73,25
2286428,53,null,25
2286434,47,47,15
2286437,48,81,30
2286442,53,100,40
2286472,72,72,40
2286487,53,53,25
2286540,57,57,30
2286543,56,56,30
2286567,61,61,30
2286570,55,55,30
2286581,74,74,40
2286601,60,60,30
2286633,53,64,25
2286659,73,73,40
2286680,52,52,25
2286684,44,44,10
2286692,52,52,25
2286721,66,66,40
2286723,45,45,15
2286745,73,73,40
2286746,34,34,10
2286783,62,62,30
2286785,70,100,40
2286789,56,97,40
2286790,51,82,30
2286821,37,37,10
2286874,59,66,30
2286883,70,70,40
2286887,55,55,30
2286925,46,46,15
2286945,62,62,30
2286947,63,97,40
2286988,66,86,40
2287004,54,54,25
2287022,65,65,40
2287049,52,52,25
2287098,65,65,40
2287115,57,57,30
2287146,68,68,40
2287217,71,71,40
2287319,65,65,40
2287447,72,72,40
2287491,65,65,40
2287503,59,59,30
2287508,66,66,40
2287509,64,64,30
2287513,53,79,30
2287620,54,54,25
2287646,54,54,25
2287648,54,54,25
2287869,60,70,30
2287979,41,100,25
2287985,52,52,25
2287995,59,59,30
2288038,71,77,40
2288127,64,64,30
2288241,39,72,15
2288255,70,72,40
2288311,35,null,10
2288383,68,68,40
2288399,40,67,15
2288410,56,56,30
2288504,46,46,15
2288533,53,53,25
2288550,34,34,10
2288636,51,51,15
2288663,42,42,10
2288666,46,46,15
2288713,66,66,40
2288716,49,88,30
2288732,37,37,10
2288736,40,40,10
2288756,64,64,30
2288780,63,63,30
2288813,58,99,40
2288831,41,43,10
2288832,48,48,15
2288849,60,60,30
2288868,44,68,15
2288903,51,72,15
2288904,58,58,30
2288951,59,59,30
2288958,42,42,10
2289030,73,75,40
2289036,71,71,40
2289041,65,100,40
2289068,40,40,10
2289072,49,49,15
2289112,44,44,10
2289123,70,70,40
2289126,58,67,30
2289127,51,83,30
2289181,38,61,10
2289202,62,62,30
2289227,45,null,15
2289248,32,32,10
2289327,57,57,30
2289342,63,63,30
2289385,71,71,40
2289436,54,54,25
2289527,65,65,40
2289592,55,55,30
2289599,46,46,15
2289645,75,75,40
2289678,46,46,15
2289705,43,43,10
2289713,52,52,25
2289723,53,53,25
2289784,32,32,10
2289818,66,66,40
2289849,66,null,40
2289897,52,52,25
2289906,61,61,30
2289926,55,null,30
2289937,46,46,15
2290009,66,66,40
2290016,47,47,15
2290158,27,27,10
2290171,35,35,10
2290232,48,48,15
2290269,49,49,15
2290366,48,48,15
2290367,48,48,15
2290390,51,51,15
2290437,49,74,25
2290448,57,57,30
2290518,53,57,25
2290530,57,57,30
2290560,45,45,15
2290577,42,42,10
2290589,60,62,30
2290607,38,38,10
2290640,68,68,40
2290676,41,41,10
2290688,66,66,40
2290737,49,49,15
2290781,62,62,30
2290801,45,45,15
2290815,53,53,25
2290835,47,47,15
2290852,62,62,30
2290855,58,58,30
2291047,43,57,10
2291315,49,100,30
2291338,60,60,30
2291359,30,null,10
2291556,66,66,40
2291665,46,null,15
2291849,65,65,40
2291917,69,69,40
2292381,49,null,15
2292972,51,60,15
2293487,59,59,30
2293641,48,48,15
2293660,65,65,40
2293786,56,56,30
2293927,56,56,30
2294054,70,70,40
2294409,59,59,30
2294550,57,57,30
2294567,75,75,40
2294569,63,63,30
2294579,54,54,25
2294582,51,51,15
2295000,62,62,30
2295207,65,73,40
2295463,62,62,30
2295547,65,70,40
2295602,46,46,15
2295680,59,59,30
2295818,45,45,15
2295858,64,64,30
2295873,56,66,30
2295877,52,52,25
2295890,49,49,15
2295897,62,62,30
2295901,57,57,30
2295917,42,100,25
2295934,43,43,10
2295993,43,43,10
2296031,68,68,40
2296178,35,35,10
2296186,62,62,30
2296188,43,43,10
2296210,35,65,15
2296213,46,46,15
2296229,60,60,30
2296265,75,75,40
2296269,70,70,40
2296280,46,73,25
2296281,64,null,30
2296289,41,41,10
2296303,70,70,40
2296311,60,60,30
2296387,49,52,15
2296391,49,49,15
2296419,53,53,25
2296440,60,60,30
2296470,53,53,25
2296592,56,56,30
2296593,58,58,30
2296664,53,53,25
2296710,42,73,25
2296750,51,59,15
2297115,49,61,15
2297357,49,49,15
2297470,41,62,10
2297546,70,70,40
2297547,64,64,30
2297549,61,71,30
2297640,51,51,15
2297664,62,100,40
2297681,68,72,40
2297716,54,54,25
2297737,55,55,30
2297742,64,64,30
2297769,49,49,15
2297786,72,72,40
2297888,42,42,10
2297980,40,40,10
2298030,73,100,40
2298059,65,65,40
2298068,53,80,30
2298217,56,71,30
2298236,61,61,30
2298256,59,59,30
2298258,52,52,25
2298268,51,59,15
2298332,38,38,10
2298339,42,42,10
2298425,54,54,25
2298534,46,58,15
2298857,49,49,15
2299033,43,43,10
2299070,61,61,30
2299081,63,null,30
2299118,59,100,40
2299266,65,65,40
2299591,58,58,30
2299628,49,null,15
2299658,54,54,25
2299790,60,60,30
2300259,64,64,30
2300482,59,100,40
2301279,48,48,15
2301685,54,54,25
2302795,62,62,30
2303000,62,62,30
2303283,68,68,40
2303487,74,74,40
2303954,49,49,15
2304100,73,74,40
2304213,37,37,10
2304323,65,65,40
2304824,65,69,40
2304856,42,42,10
2304890,53,53,25
2304897,61,null,30
2304948,54,54,25
2304983,73,73,40
2304984,48,48,15
2305009,51,82,30
2305034,68,68,40
2305077,57,57,30
2305078,54,54,25
2305091,47,47,15
2305096,54,54,25
2305140,60,99,40
2305141,48,74,25
2305192,59,68,30
2305203,49,null,15
2305204,31,58,10
2305236,66,66,40
2305241,51,79,30
2305242,49,49,15
2305256,73,73,40
2305258,59,59,30
2305268,45,78,30
2305302,57,100,40
2305306,45,45,15
2305350,58,58,30
2305397,37,61,10
2305433,64,64,30
2305585,51,51,15
2305688,40,69,15
2305693,52,52,25
2305700,42,42,10
2305736,68,68,40
2305749,35,55,10
2305751,55,55,30
2305756,52,52,25
2305766,73,100,40
2305802,72,72,40
2305805,57,100,40
2305814,64,64,30
2305835,44,95,25
2305840,70,70,40
2305940,49,49,15
2305941,65,65,40
2305945,53,53,25
2306126,47,47,15
2306142,51,51,15
2306263,48,48,15
2306301,72,72,40
2306673,43,null,10
2306911,58,58,30
2307535,68,68,40
2308022,61,97,40
2308071,63,63,30
2308108,54,54,25
2308125,47,47,15
2308142,73,73,40
2308218,69,69,40
2308240,57,57,30
2308254,72,72,40
2308258,61,61,30
2308285,61,61,30
2308300,45,45,15
2308311,51,100,30
2308314,71,75,40
2308356,48,48,15
2308371,62,62,30
2308380,69,69,40
2308441,64,100,40
2308601,47,null,15
2308811,66,66,40
2309000,53,null,25
2309003,55,55,30
2309356,66,66,40
2309366,65,65,40
2309473,72,72,40
2309508,68,68,40
2309640,45,100,30
2309675,71,71,40
2309832,69,69,40
2309840,61,66,30
2310489,53,53,25
2310521,42,42,10
2310539,52,52,25
2310644,59,59,30
2310664,49,74,25
2310682,65,71,40
2310701,75,null,40
2310875,58,58,30
2310899,69,69,40
2310900,70,70,40
2310912,56,56,30
2310919,41,41,10
2310957,62,100,40
2311014,69,69,40
2311092,74,74,40
2311093,54,54,25
2311098,36,36,10
2311103,66,66,40
2311152,61,61,30
2311154,74,74,40
2311169,74,74,40
2311171,57,57,30
2311215,51,51,15
2311255,66,66,40
2311311,74,74,40
2311324,60,60,30
2311327,49,49,15
2311340,56,100,40
2311350,64,71,30
2311367,51,51,15
2311388,47,47,15
2311390,52,71,25
2311396,45,45,15
2311410,53,null,25
2311416,59,59,30
2311436,58,58,30
2311461,68,68,40
2311473,65,65,40
2311478,59,59,30
2311481,66,66,40
2311506,53,53,25
2311520,42,42,10
2311532,61,61,30
2311541,53,53,25
2311559,69,null,40
2311564,44,44,10
2311658,62,97,40
2311704,59,74,30
2311736,44,null,10
2311803,68,68,40
2311819,69,null,40
2311877,47,47,15
2311887,65,65,40
2311971,41,41,10
2312157,43,43,10
2312231,48,61,15
2312351,56,64,30
2312493,47,47,15
2312505,53,53,25
2312517,70,70,40
2312545,51,65,15
2312811,70,70,40
2312840,43,68,15
2312927,44,44,10
2312950,59,59,30
2313030,56,56,30
2313054,41,41,10
2313063,37,37,10
2313206,63,63,30
2313270,73,73,40
2313305,47,47,15
2313548,51,51,15
2313600,71,71,40
2313624,52,94,30
2313694,53,78,30
2313868,58,58,30
2313972,51,61,15
2313975,59,59,30
2313976,48,78,30
2313981,64,null,30
2314019,61,61,30
2314044,49,null,15
2314049,53,53,25
2314114,64,64,30
2314120,72,72,40
2314132,70,70,40
2314151,57,57,30
2314154,59,59,30
2314164,70,70,40
2314168,62,97,40
2314190,49,75,25
2314198,58,61,30
2314199,46,46,15
2314218,48,59,15
2314243,66,66,40
2314251,30,55,10
2314294,60,60,30
2314303,65,72,40
2314316,64,64,30
2314318,57,57,30
2314319,54,54,25
2314320,40,67,15
2314333,52,74,25
2314334,43,43,10
2314338,65,65,40
2314357,65,100,40
2314368,59,59,30
2314392,65,65,40
2314402,75,75,40
2314406,64,100,40
2314431,60,75,30
2314582,60,100,40
2314696,42,42,10
2314950,73,73,40
2315002,65,65,40
2315068,58,58,30
2315089,56,56,30
2315368,70,70,40
2315381,61,61,30
2315387,35,52,10
2315389,41,41,10
2315393,57,57,30
2315394,45,45,15
2315413,53,80,30
2315415,75,75,40
2315478,59,59,30
2315488,71,71,40
2315518,59,59,30
2315552,47,53,15
2315555,71,60,40
2315578,60,60,30
2315591,73,73,40
2315609,69,69,40
2315634,41,41,10
2315667,60,60,30
2315702,61,61,30
2315745,64,97,40
2315752,54,96,30
2315778,68,68,40
2315797,53,53,25
2315819,66,66,40
2315894,59,97,40
2315895,58,58,30
2315911,61,null,30
2315915,56,56,30
2315971,43,43,10
2315977,59,59,30
2315983,63,100,40
2316000,69,72,40
2316038,44,44,10
2316044,69,69,40
2316093,51,51,15
2316097,64,64,30
2316112,66,66,40
2316113,48,48,15
2316148,61,61,30
2316161,52,52,25
2316265,70,71,40
2316302,72,72,40
2316304,49,49,15
2316326,64,64,30
2316328,75,100,40
2316340,47,100,30
2316415,70,100,40
2316445,49,49,15
2316461,72,72,40
2316544,63,63,30
2316625,63,68,30
2316703,59,59,30
2316704,63,63,30
2316707,56,56,30
2316709,41,41,10
2316733,52,52,25
2316757,66,66,40
2316813,40,40,10
2317539,54,54,25
2317581,64,null,30
2317636,57,57,30
2317863,72,72,40
2317944,65,65,40
2318043,70,70,40
2318050,51,86,30
2318074,35,35,10
2318083,64,64,30
2318174,55,55,30
2318244,44,67,15
2318526,38,72,15
2318531,65,65,40
2318539,48,48,15
2318711,73,77,40
2318770,52,78,30
2318969,69,69,40
2318982,71,75,40
2319011,54,54,25
2319033,62,62,30
2319068,68,73,40
2319071,52,52,25
2319154,57,57,30
2319165,54,54,25
2319244,60,60,30
2319293,73,73,40
2319298,60,60,30
2319352,48,48,15
2319397,73,null,40
2319412,57,57,30
2319416,71,71,40
2319423,52,52,25
2319442,56,96,30
2319470,60,99,40
2319486,73,73,40
2319496,54,54,25
2319541,65,65,40
2319544,59,59,30
2319572,53,53,25
2319613,35,54,10
2320290,64,100,40
2320607,69,73,40
2320692,45,45,15
2320694,69,69,40
2320702,51,74,25
2320722,44,44,10
2320743,59,59,30
2320749,48,48,15
2320825,56,88,30
2320835,71,71,40
2320845,52,52,25
2320860,41,41,10
2320872,56,56,30
2320887,60,60,30
2320894,66,87,40
2320899,75,75,40
2320923,69,69,40
2320973,71,71,40
2320978,61,71,30
2320988,71,71,40
2321034,47,47,15
2321040,53,53,25
2321092,51,51,15
2321119,53,94,30
2321121,58,58,30
2321145,58,58,30
2321171,72,72,40
2321177,64,64,30
2321181,53,53,25
2321187,48,48,15
2321195,70,100,40
2321201,39,39,10
2321202,46,46,15
2321213,66,66,40
2321233,65,65,40
2321238,44,44,10
2321372,56,56,30
2321400,37,37,10
2321423,62,62,30
2321430,53,53,25
2321439,43,43,10
2321461,57,57,30
2321464,57,null,30
2321470,58,61,30
2321471,50,100,30
2321485,38,38,10
2321504,57,65,30
2321508,72,100,40
2321525,51,81,30
2321528,62,69,30
2321535,68,68,40
2321542,68,68,40
2321816,71,74,40
2322086,53,78,30
2322092,46,46,15
2322100,72,72,40
2322168,58,58,30
2322186,55,55,30
2322208,38,38,10
2322245,63,94,30
2322247,59,59,30
2322258,69,69,40
2322262,42,42,10
2322286,45,45,15
2322306,42,55,10
2322337,56,100,40
2322360,40,40,10
2322430,49,77,25
2322488,51,51,15
2322508,62,62,30
2322555,34,34,10
2322602,52,52,25
2322622,63,63,30
2322623,61,61,30
2322668,64,64,30
2322679,44,65,15
2322684,41,49,10
2322689,70,70,40
2322705,74,74,40
2322718,66,66,40
2322738,42,70,15
2322761,41,41,10
2322768,70,70,40
2322812,57,57,30
2322816,57,57,30
2322824,72,72,40
2322857,55,55,30
2322869,57,null,30
2322900,65,69,40
2322912,38,null,10
2322927,57,57,30
2322957,70,95,40
2322962,68,68,40
2322965,60,60,30
2322980,51,51,15
2322983,51,74,25
2323118,72,72,40
2323351,59,59,30
2323464,70,70,40
2323516,60,60,30
2323530,62,62,30
2323658,54,54,25
2323753,72,72,40
2323924,66,66,40
2324279,73,73,40
2324431,69,69,40
2324680,69,69,40
2324711,74,88,40
2325384,48,60,15
2325476,51,69,15
2325607,62,62,30
2325636,39,69,15
2325655,34,34,10
2325658,57,57,30
2325678,40,40,10
2325785,63,83,30
2325807,53,53,25
2325820,68,68,40
2325825,55,55,30
2325827,60,100,40
2325830,39,62,10
2325840,56,56,30
2325852,68,68,40
2325857,63,100,40
2325860,59,100,40
2325894,73,73,40
2325897,65,65,40
2325921,41,null,10
2325935,71,71,40
2325938,39,39,10
2325948,74,74,40
2325957,31,31,10
2325967,54,62,25
2325968,72,100,40
2325987,56,56,30
2325994,58,58,30
2326006,60,60,30
2326021,65,71,40
2326040,75,74,40
2326046,70,70,40
2326054,48,48,15
2326058,70,71,40
2326059,53,53,25
2326069,56,56,30
2326094,55,55,30
2326097,66,66,40
2326120,56,56,30
2326130,60,60,30
2326133,60,60,30
2326134,54,54,25
2326150,74,74,40
2326161,36,36,10
2326164,56,56,30
2326197,57,57,30
2326198,58,58,30
2326214,57,57,30
2326216,40,40,10
2326242,49,49,15
2326253,70,70,40
2326256,71,73,40
2326258,61,61,30
2326361,62,62,30
2326368,57,57,30
2326410,49,49,15
2326437,58,58,30
2326448,54,54,25
2326455,65,65,40
2326459,63,66,30
2326467,51,51,15
2326478,61,61,30
2326482,60,60,30
2326532,56,56,30
2326533,59,59,30
2326545,48,48,15
2326595,66,66,40
2326598,62,62,30
2326635,57,57,30
2326665,44,53,10
2326704,55,55,30
2326709,41,41,10
2326716,60,97,40
2326725,63,100,40
2326857,34,34,10
2326949,49,49,15
2326988,59,59,30
2327030,69,69,40
2327064,58,58,30
2327074,46,46,15
2327075,54,54,25
2327085,49,74,25
2327090,63,63,30
2327121,62,62,30
2327127,56,56,30
2327135,53,77,25
2327143,62,62,30
2327156,65,65,40
2327164,74,74,40
2327184,65,65,40
2327186,43,null,10
2327208,66,66,40
2327218,55,55,30
2327234,49,49,15
2327239,46,46,15
2327251,44,44,10
2327277,63,63,30
2327280,48,null,15
2327295,47,47,15
2327332,54,54,25
2327350,63,63,30
2327356,68,68,40
2327438,53,81,30
2327510,63,63,30
2327770,69,74,40
2327797,58,58,30
2327962,70,71,40
2328243,44,73,25
2328255,64,64,30
2328292,70,70,40
2328304,41,41,10
2328328,40,40,10
2328358,68,68,40
2328370,69,70,40
2328372,72,null,40
2328640,41,66,15
2328705,55,55,30
2328742,54,60,25
2328782,66,66,40
2328788,61,61,30
2328825,45,97,30
2328877,49,49,15
2328902,65,70,40
2328905,46,78,30
2328961,56,null,30
2329024,56,56,30
2329029,69,69,40
2329045,41,73,25
2329054,42,42,10
2329064,47,62,15
2329067,52,52,25
2329104,68,68,40
2329193,63,63,30
2329199,52,98,40
2329213,34,65,15
2329224,45,45,15
2329312,44,44,10
2329321,39,39,10
2329369,58,58,30
2329386,46,46,15
2329445,70,74,40
2329457,65,65,40
2329488,46,84,30
2329507,60,60,30
2329526,68,null,40
2329564,53,53,25
2329571,65,65,40
2330039,72,72,40
2330086,55,55,30
2330183,68,68,40
2330228,59,59,30
2330305,47,47,15
2330433,40,40,10
2330439,58,69,30
2330450,59,59,30
2330458,35,35,10
2330478,42,42,10
2330481,55,55,30
2330485,65,65,40
2330487,64,100,40
2330491,40,40,10
2330496,59,59,30
2330520,55,97,40
2330538,70,70,40
2330541,56,56,30
2330603,54,54,25
2330648,51,null,15
2330659,59,59,30
2330693,53,53,25
