Unnamed: 0,PIDM,term_code,gid,admit_term,degree.x,major_code,college.x,major.x,stu_type,stu_level.x,high_school_grad_year,high_school_grad_month,hs_gpa,sat_total,sat_new_readwrit,sat_new_math,act_composite,act_eng,act_math,gid_tests,test_date,activity_date,test_code,test_score,gid_hsmath,hsmath_course,hsmath_grade,gid_courses,term,student_campus,event,campus_code,course_number,section_number,subj_code,section_type,credit_levl,course_credits,reg_status,grade,grade_category,course_number_updated,course_level,PIDM_course_number_term,ERM_SCORE
26355,2090679,202170,-2846502,202170.0,Bachelor of Science,MET,College of Engineering,Mechanical Engineering Tech,N,UG,2021.0,5.0,3.92,,,,17.0,19.0,19.0,-2846502,2021-07-31 01:37:56,2021-07-31 01:37:56,ZCMP,400.032,-2846502.0,HSM50,B,-2846502,202170,MZZ,202170EOT,Z,151Q,8,M,L,UG,4,RW,A,Successful,151Q,400,2090679_151Q_202170,40.0
26359,2090689,202170,-2846512,202170.0,Bachelor of Science,PNUR,College of Nursing,Pre-Nursing,N,UG,2021.0,5.0,3.22,,,,17.0,15.0,17.0,-2846512,2021-02-02 01:32:28,2021-02-02 01:32:28,ZCMP,150.001,-2846512.0,HSM50,B,-2846512,202230,MZZ,202230EOT,Z,216Q,2,STAT,L,UG,3,W,W,Unsuccessful,216Q,300,2090689_216Q_202230,
26361,2090695,202170,-2846518,202170.0,Bachelor of Science,PBAC,College of Business,Pre-Business,N,UG,2021.0,5.0,2.89,,,,19.0,13.0,23.0,-2846518,2021-02-02 01:32:28,2021-02-02 01:32:28,ZCMP,300.001,-2846518.0,HSM80,,-2846518,202170,MZZ,202170EOT,Z,121Q,12,M,L,UG,3,RE,C,Unsuccessful,121Q,300,2090695_121Q_202170,
26368,2090707,202170,-2846530,202170.0,Bachelor of Arts,PEVD,College of Arts & Architecture,Environmental Dsgn Foundations,N,UG,2021.0,5.0,4.0,,,,22.0,18.0,23.0,-2846530,2021-02-02 01:32:28,2021-02-02 01:32:28,ZCMP,300.001,-2846530.0,HSM50,A,-2846530,202170,MZZ,202170EOT,Z,151Q,2,M,L,UG,4,RW,A-,Successful,151Q,400,2090707_151Q_202170,25.0
26369,2090720,202170,-2846543,202170.0,Bachelor of Science,ELED,College of Education/HHD,Elementary Education K-8,N,UG,2021.0,5.0,3.28,,,,16.0,15.0,15.0,-2846543,2021-02-02 01:32:28,2021-02-02 01:32:28,ZCMP,150.005,-2846543.0,HSM50,C,-2846543,202170,MZZ,202170EOT,ZGC,090,907,M,L,UG,4,RW,B+*,Successful,Combo2,100,2090720_090_202170,
26387,2090726,202230,-2846549,202230.0,Bachelor of Science,AGBU,College of Agriculture,Agricultural Business,T,UG,,,,,,,22.0,23.0,22.0,-2846549,2021-12-10 01:36:10,2021-12-10 01:36:11,ZCMP,290.005,,,,-2846549,202270,MZZ,202270EOT,Z,216Q,1,STAT,L,UG,3,RW,B-,Successful,216Q,300,2090726_216Q_202270,
26388,2090730,202170,-2846553,202170.0,Bachelor of Science,PMED,College of Letters & Science,Pre-Medicine,N,UG,2021.0,5.0,4.0,1320.0,660.0,660.0,28.0,32.0,26.0,-2846553,2021-06-10 01:32:26,2021-06-10 01:32:26,ZCMP,500.002,-2846553.0,HSM50,A-,-2846553,202230,MZZ,202230EOT,Z,161Q,15,M,L,UG,4,RW,C+,Unsuccessful,161Q,400,2090730_161Q_202230,
26393,2090735,202170,-2846558,202170.0,Bachelor of Science,ME,College of Engineering,Mechanical Engineering,N,UG,2021.0,5.0,4.0,1370.0,690.0,680.0,28.0,25.0,30.0,-2846558,2021-02-02 01:32:28,2021-02-02 01:32:28,ZCMP,500.001,-2846558.0,HSM60,,-2846558,202170,MZZ,202170EOT,Z,171Q,5,M,L,UG,4,RW,A,Successful,171Q,500,2090735_171Q_202170,
26403,2090763,202070,-2846585,202070.0,Bachelor of Science,US,University College,University Studies,N,UG,2020.0,5.0,3.78,,,,19.0,18.0,16.0,-2846585,2020-05-28 11:03:28,2020-05-28 11:03:28,ZCMP,150.005,,,,-2846585,202230,MZZ,202230EOT,Z,161Q,5,M,L,UG,4,RW,C-,Unsuccessful,161Q,400,2090763_161Q_202230,
26404,2090780,202230,-2846602,202230.0,Non Degree,NDDE,Gallatin College,Non-Degree Dual Enrolled HS,H,UG,2022.0,8.0,3.6,,,,20.0,18.0,18.0,-2846602,2022-01-06 01:35:04,2022-01-06 01:35:04,ZCMP,300.032,-2846602.0,HSM50,B-,-2846602,202230,MGG,202230EOT,DC,105Q,52,M,L,UG,3,RE,B,Successful,105Q,290,2090780_105Q_202230,30.0
26408,2090786,202270,-2846608,202270.0,Bachelor of Science,BLFM,College of Letters & Science,Biological Sciences,N,UG,2022.0,5.0,4.0,1020.0,530.0,490.0,21.0,18.0,21.0,-2846608,2022-02-09 01:34:19,2022-02-09 01:34:19,ZCMP,300.005,-2846608.0,HSM60,C,-2846608,202270,MZZ,202270EOT,Z,121Q,1,M,L,UG,3,RW,A-,Successful,121Q,300,2090786_121Q_202270,
26415,2090804,202170,-2846624,202170.0,Bachelor of Science,CSPR,College of Engineering,Computer Science,T,UG,,,,,,,,,,-2846624,2021-08-13 01:33:39,2021-08-13 01:33:39,ZCMP,500.032,,,,-2846624,202170,MZZ,202170EOT,Z,171Q,14,M,L,UG,4,W,W,Unsuccessful,171Q,500,2090804_171Q_202170,40.0
26423,2090823,202070,-2846643,202070.0,Bachelor of Science,HEHE,College of Education/HHD,Health and Human Performance,N,UG,2020.0,5.0,3.56,,,,16.0,12.0,15.0,-2846643,2020-05-28 11:03:29,2020-05-28 11:03:29,ZCMP,150.005,-2846643.0,HSM50,,-2846643,202230,MZZ,202230EOT,Z,161Q,9,M,L,UG,4,RW,C,Unsuccessful,161Q,400,2090823_161Q_202230,
26425,2090872,202170,-2846692,202170.0,Bachelor of Science,ME,College of Engineering,Mechanical Engineering,N,UG,2020.0,5.0,3.28,1110.0,530.0,580.0,23.0,23.0,26.0,-2846692,2020-05-28 11:03:29,2020-05-28 11:03:29,ZCMP,400.001,-2846692.0,HSM80,,-2846692,202170,MZZ,202170EOT,Z,151Q,1,M,L,UG,4,RW,D,Unsuccessful,151Q,400,2090872_151Q_202170,
26429,2090888,202170,-2846706,202170.0,Bachelor of Science,HEHE,College of Education/HHD,Health and Human Performance,N,UG,2021.0,6.0,4.0,,,,,,,-2846706,2021-05-25 01:33:03,2021-05-25 01:33:03,ZCMP,400.032,-2846706.0,HSM60,B+,-2846706,202170,MZZ,202170EOT,Z,161Q,14,M,L,UG,4,RW,D,Unsuccessful,161Q,400,2090888_161Q_202170,40.0
26437,2090893,202070,-2846711,202070.0,Bachelor of Science,PBFN,College of Business,Pre-Business,N,UG,,,2.9,,,,23.0,18.0,28.0,-2846711,2020-05-28 11:03:29,2020-05-28 11:03:29,ZCMP,500.001,-2846711.0,HSM10,,-2846711,202170,MZZ,202170EOT,Z,216Q,7,STAT,L,UG,3,RW,C,Unsuccessful,216Q,300,2090893_216Q_202170,
26443,2090927,202170,-2846744,202170.0,Bachelor of Science,CHCP,College of Letters & Science,Chemistry,N,UG,2021.0,5.0,3.82,,,,30.0,27.0,26.0,-2846744,2021-02-02 01:32:28,2021-02-02 01:32:28,ZCMP,400.001,-2846744.0,HSM50,A-,-2846744,202170,MZZ,202170EOT,Z,171Q,15,M,L,UG,4,RE,C+,Unsuccessful,171Q,500,2090927_171Q_202170,
26452,2090933,202270,-2846750,202270.0,Bachelor of Science,PMED,College of Letters & Science,Pre-Medicine,N,UG,2022.0,5.0,3.38,,,,15.0,13.0,18.0,-2846750,2022-02-09 01:34:19,2022-02-09 01:34:19,ZCMP,150.001,-2846750.0,HSM50,F,-2846750,202270,MZZ,202270EOT,Z,216Q,9,STAT,L,UG,3,RW,C,Unsuccessful,216Q,300,2090933_216Q_202270,
26453,2091881,202170,-2847697,202170.0,Bachelor of Science,CE,College of Engineering,Civil Engineering,N,UG,2021.0,6.0,4.0,,,,,,,-2847697,2021-05-11 11:26:28,2021-05-11 11:26:28,ZCMP,300.032,-2847697.0,HSM80,A,-2847697,202170,MZZ,202170EOT,Z,171Q,2,M,L,UG,4,RW,B-,Successful,171Q,500,2091881_171Q_202170,30.0
26461,2091883,202070,-2847699,202070.0,Bachelor of Science,PNUR,College of Nursing,Pre-Nursing,N,UG,,,4.0,,,,27.0,29.0,24.0,-2847699,2022-06-24 01:33:29,2022-06-24 01:33:29,ZCMP,400.032,-2847699.0,HSM20,,-2847699,202170,MZZ,202170EOT,Z,216Q,9,STAT,L,UG,3,RW,A,Successful,216Q,300,2091883_216Q_202170,40.0
26465,2092055,202070,-2847871,202070.0,Bachelor of Science,US,University College,University Studies,N,UG,,,2.75,,,,24.0,23.0,26.0,-2847871,2020-05-28 11:03:29,2020-05-28 11:03:29,ZCMP,400.001,,,,-2847871,202170,MZZ,202170EOT,Z,161Q,5,M,L,UG,4,RW,C+,Unsuccessful,161Q,400,2092055_161Q_202170,
26467,2092134,202170,-2847943,202170.0,Bachelor of Science,HSPM,College of Education/HHD,Hospitality Management,N,UG,2021.0,6.0,3.79,,,,19.0,16.0,18.0,-2847943,2021-02-02 01:32:28,2021-02-02 01:32:28,ZCMP,150.001,-2847943.0,HSM50,A-,-2847943,202170,MZZ,202170EOT,ZGC,090,911,M,L,UG,4,RW,B*,Successful,Combo2,100,2092134_090_202170,
26470,2092137,202170,-2847946,202170.0,Bachelor of Science,EDSS,College of Education/HHD,Secondary Education,N,UG,2021.0,5.0,3.2,,,,19.0,21.0,16.0,-2847946,2021-02-02 01:32:28,2021-02-02 01:32:28,ZCMP,150.005,-2847946.0,HSM50,D-,-2847946,202270,MZZ,202270EOT,ZGC,105Q,901,M,L,UG,3,RE,B,Successful,Combo1,150,2092137_105Q_202270,
26472,2092147,202170,-2847956,202170.0,Bachelor of Science,PBFN,College of Business,Pre-Business,N,UG,2021.0,5.0,3.57,,,,31.0,26.0,31.0,-2847956,2021-03-09 01:32:17,2021-03-09 01:32:17,ZCMP,500.001,-2847956.0,HSM50,B,-2847956,202170,MZZ,202170EOT,Z,161Q,1,M,L,UG,4,RW,B+,Successful,161Q,400,2092147_161Q_202170,
26478,2092280,202270,-2848089,202270.0,Associate of Science,AS,Gallatin College,Associate of Science,N,UG,2021.0,5.0,3.87,,,,24.0,25.0,27.0,-2848089,2021-10-01 01:31:54,2021-10-01 01:31:55,ZCMP,500.001,,,,-2848089,202270,MGG,202270EOT,Z,121Q,3,M,L,UG,3,RW,B+,Successful,121Q,300,2092280_121Q_202270,30.0
26492,2092432,202330,-2848241,202330.0,Bachelor of Science,ESPL,College of Letters & Science,Earth Sciences,T,UG,2021.0,6.0,3.12,,,,21.0,20.0,17.0,-2848241,2021-02-02 01:32:28,2021-02-02 01:32:28,ZCMP,150.001,,,,-2848241,202170,MGG,202170EOT,ZGC,090,905,M,L,UG,4,RE,B*,Successful,Combo2,100,2092432_090_202170,
26514,2092543,202170,-2848350,202170.0,Bachelor of Science,PBUS,College of Business,Pre-Business,N,UG,2021.0,6.0,3.33,,,,28.0,31.0,26.0,-2848350,2021-08-14 01:33:56,2021-08-14 01:33:56,ZCMP,400.001,-2848350.0,HSM60,B,-2848350,202170,MZZ,202170EOT,Z,161Q,3,M,L,UG,4,W,W,Unsuccessful,161Q,400,2092543_161Q_202170,
26517,2092622,202070,-2848429,202070.0,Bachelor of Science,AGBU,College of Agriculture,Agricultural Business,N,UG,,,4.0,,,,20.0,20.0,19.0,-2848429,2020-05-28 11:03:29,2020-05-28 11:03:29,ZCMP,150.001,,,,-2848429,202170,MZZ,202170EOT,Z,161Q,5,M,L,UG,4,RW,F,Unsuccessful,161Q,400,2092622_161Q_202170,
26519,2092643,202070,-2848450,202070.0,Bachelor of Science,GENG,College of Engineering,General Engineering,N,UG,,,3.0,,,,29.0,31.0,29.0,-2848450,2020-05-28 11:03:29,2020-05-28 11:03:29,ZCMP,500.001,-2848450.0,HSM80,,-2848450,202230,MZZ,202230EOT,Z,216Q,8,STAT,L,UG,3,RW,A,Successful,216Q,300,2092643_216Q_202230,
26521,2092654,202030,-2848461,202030.0,Bachelor of Science,ME,College of Engineering,Mechanical Engineering,N,UG,2009.0,6.0,2.8,,,,,,,-2848461,2020-05-28 11:03:29,2020-05-28 11:03:29,ZCMP,150.016,,,,-2848461,202170,MZZ,202170EOT,Z,121Q,8,M,L,UG,3,RW,F,Unsuccessful,121Q,300,2092654_121Q_202170,
26550,2092699,202170,-2848506,202170.0,Bachelor of Science,PNUR,College of Nursing,Pre-Nursing,N,UG,2021.0,5.0,3.7,,,,32.0,35.0,29.0,-2848506,2021-02-02 01:32:28,2021-02-02 01:32:28,ZCMP,500.001,-2848506.0,HSM50,C-,-2848506,202170,MZZ,202170EOT,Z,216Q,1,STAT,L,UG,3,RW,B,Successful,216Q,300,2092699_216Q_202170,
26553,2092700,202170,-2848507,202170.0,Bachelor of Science,BLFM,College of Letters & Science,Biological Sciences,N,UG,2021.0,5.0,3.58,,,,,,,-2848507,2021-07-12 01:33:14,2021-07-12 01:33:14,ZCMP,300.032,-2848507.0,HSM60,,-2848507,202230,MZZ,202230EOT,Z,161Q,9,M,L,UG,4,RW,C+,Unsuccessful,161Q,400,2092700_161Q_202230,30.0
26575,2092727,202070,-2848534,202070.0,Bachelor of Science,COMP,College of Engineering,Computer Engineering,N,UG,2020.0,5.0,3.6,,,,26.0,26.0,23.0,-2848534,2020-05-28 11:03:29,2020-05-28 11:03:29,ZCMP,300.001,-2848534.0,HSM60,,-2848534,202170,MZZ,202170EOT,Z,171Q,10,M,L,UG,4,RW,B-,Successful,171Q,500,2092727_171Q_202170,
26578,2092729,202170,-2848536,202170.0,Bachelor of Science,US,University College,University Studies,N,UG,2021.0,1.0,3.06,,,,22.0,21.0,16.0,-2848536,2021-02-02 01:32:28,2021-02-02 01:32:28,ZCMP,150.005,-2848536.0,HSM80,,-2848536,202170,MZZ,202170EOT,ZGO,090,892,M,L,UG,4,RW,A*,Successful,090,150,2092729_090_202170,
26582,2092735,202170,-2848542,202170.0,Bachelor of Science,PBFN,College of Business,Pre-Business,N,UG,2021.0,5.0,4.0,,,,28.0,31.0,27.0,-2848542,2021-02-02 01:32:28,2021-02-02 01:32:28,ZCMP,500.001,-2848542.0,HSM60,A,-2848542,202170,MZZ,202170EOT,Z,161Q,11,M,L,UG,4,RW,C+,Unsuccessful,161Q,400,2092735_161Q_202170,
26585,2092737,202170,-2848544,202170.0,Bachelor of Science,PNUR,College of Nursing,Pre-Nursing,N,UG,2021.0,6.0,3.85,1060.0,520.0,540.0,,,,-2848544,2021-02-02 01:32:28,2021-02-02 01:32:28,ZCMP,300.006,-2848544.0,HSM50,A,-2848544,202250,MZZ,202250EOT,ZO,121Q,801,M,L,UG,3,RW,B+,Successful,121Q,300,2092737_121Q_202250,30.0
26592,2092752,202170,-2848557,202170.0,Bachelor of Science,PBMG,College of Business,Pre-Business,N,UG,2021.0,5.0,3.55,,,,16.0,10.0,17.0,-2848557,2021-06-09 01:32:28,2021-06-09 01:32:28,ZCMP,400.032,-2848557.0,HSM80,,-2848557,202170,MZZ,202170EOT,Z,161Q,4,M,L,UG,4,RE,B,Successful,161Q,400,2092752_161Q_202170,40.0
26594,2092752,202170,-2848557,202170.0,Bachelor of Science,PBMG,College of Business,Pre-Business,N,UG,2021.0,5.0,3.55,,,,16.0,10.0,17.0,-2848557,2021-06-09 01:32:28,2021-06-09 01:32:28,ZCMP,400.032,-2848557.0,HSM80,,-2848557,202170,MZZ,202170EOT,Z,151Q,24,M,L,UG,4,RE,B,Successful,151Q,400,2092752_151Q_202170,40.0
26599,2092764,202070,-2848567,202070.0,Bachelor of Science,US,University College,University Studies,N,UG,,,3.33,1240.0,630.0,610.0,,,,-2848567,2020-05-28 11:03:29,2020-05-28 11:03:29,ZCMP,400.002,-2848567.0,HSM70,,-2848567,202170,MZZ,202170EOT,Z,216Q,3,STAT,L,UG,3,RW,B-,Successful,216Q,300,2092764_216Q_202170,
26600,2092836,202270,-2848629,202270.0,Bachelor of Science,BUMK,College of Business,Business,N,UG,2021.0,6.0,3.86,1080.0,510.0,570.0,22.0,21.0,26.0,-2848629,2022-02-09 01:34:19,2022-02-09 01:34:19,ZCMP,400.001,,,,-2848629,202270,MZZ,202270EOT,Z,161Q,11,M,L,UG,4,RW,A-,Successful,161Q,400,2092836_161Q_202270,
26603,2092924,202270,-2848714,202270.0,Bachelor of Science,US,University College,University Studies,N,UG,2021.0,6.0,3.05,,,,,,,-2848714,2022-08-17 01:35:16,2022-08-17 01:35:16,ZCMP,400.032,-2848714.0,HSM50,A-,-2848714,202270,MZZ,202270EOT,Z,216Q,1,STAT,L,UG,3,RW,F,Unsuccessful,216Q,300,2092924_216Q_202270,40.0
26604,2093124,202170,-2848912,202170.0,Bachelor of Arts,HTCH,College of Letters & Science,History,N,UG,2021.0,6.0,3.58,1130.0,620.0,510.0,,,,-2848912,2021-02-02 01:32:28,2021-02-02 01:32:28,ZCMP,150.002,-2848912.0,HSM50,A-,-2848912,202230,MZZ,202230EOT,ZGC,105Q,904,M,L,UG,3,RW,A,Successful,Combo1,150,2093124_105Q_202230,
26616,2093136,202170,-2848924,202170.0,Bachelor of Science,PBFN,College of Business,Pre-Business,N,UG,2021.0,6.0,2.9,,,,,,,-2848924,2021-05-25 01:33:03,2021-05-25 01:33:03,ZCMP,250.032,-2848924.0,HSM10,,-2848924,202170,MZZ,202170EOT,ZGC,121Q,901,M,L,UG,3,W,W,Unsuccessful,Combo3,250,2093136_121Q_202170,25.0
26631,2093164,202170,-2848952,202170.0,Bachelor of Science,ME,College of Engineering,Mechanical Engineering,N,UG,2021.0,6.0,3.46,1210.0,600.0,610.0,,,,-2848952,2021-03-04 01:32:17,2021-03-04 01:32:17,ZCMP,400.002,-2848952.0,HSM70,,-2848952,202170,MZZ,202170EOT,Z,151Q,9,M,L,UG,4,RW,F,Unsuccessful,151Q,400,2093164_151Q_202170,
26684,2093187,202270,-2848975,202270.0,Bachelor of Science,GENG,College of Engineering,General Engineering,N,UG,2021.0,5.0,3.7,,,,,,,-2848975,2022-06-22 01:34:06,2022-06-22 01:34:06,ZCMP,400.032,-2848975.0,HSM60,A,-2848975,202270,MZZ,202270EOT,Z,151Q,1,M,L,UG,4,RW,F,Unsuccessful,151Q,400,2093187_151Q_202270,40.0
26691,2093237,202170,-2849025,202170.0,Bachelor of Science,PBMK,College of Business,Pre-Business,N,UG,2021.0,5.0,3.57,,,,,,,-2849025,2021-06-04 01:34:09,2021-06-04 01:34:09,ZCMP,100.032,,,,-2849025,202230,MZZ,202230EOT,ZGC,090,902,M,L,UG,4,RE,B*,Successful,Combo2,100,2093237_090_202230,10.0
26698,2093381,202170,-2849169,202170.0,Bachelor of Science,CLBA,College of Agriculture,Cell Biology and Neuroscience,N,UG,2021.0,6.0,3.55,,,,,,,-2849169,2021-06-10 01:32:26,2021-06-10 01:32:26,ZCMP,400.032,-2849169.0,HSM50,B+,-2849169,202170,MZZ,202170EOT,Z,216Q,15,STAT,L,UG,3,RW,C+,Unsuccessful,216Q,300,2093381_216Q_202170,40.0
26702,2093491,202170,-2849279,202170.0,Bachelor of Science,ENVE,College of Engineering,Environmental Engineering,N,UG,2021.0,6.0,4.0,,,,31.0,27.0,31.0,-2849279,2021-02-02 01:32:29,2021-02-02 01:32:29,ZCMP,500.001,-2849279.0,HSM50,A-,-2849279,202170,MZZ,202170EOT,Z,171Q,4,M,L,UG,4,RW,B,Successful,171Q,500,2093491_171Q_202170,
26711,2093575,202270,-2849363,202270.0,Bachelor of Science,ME,College of Engineering,Mechanical Engineering,N,UG,2022.0,6.0,3.91,,,,31.0,34.0,26.0,-2849363,2022-08-02 01:32:55,2022-08-02 01:32:55,ZCMP,450.013,-2849363.0,HSM80,A,-2849363,202270,MZZ,202270EOT,Z,171Q,91,M,L,UG,4,RE,B,Successful,171Q,500,2093575_171Q_202270,40.0
26722,2093873,202170,-2849661,202170.0,Bachelor of Science,ENVE,College of Engineering,Environmental Engineering,N,UG,2021.0,6.0,3.99,,,,,,,-2849661,2021-06-06 01:33:05,2021-06-06 01:33:05,ZCMP,400.032,-2849661.0,HSM60,A,-2849661,202170,MZZ,202170EOT,Z,151Q,10,M,L,UG,4,RW,A-,Successful,151Q,400,2093873_151Q_202170,40.0
26724,2093879,202270,-2849667,202270.0,Bachelor of Science,CHBC,College of Letters & Science,Chemistry,N,UG,2022.0,6.0,4.0,,,,25.0,23.0,26.0,-2849667,2022-07-12 12:18:55,2022-07-12 12:18:55,ZCMP,450.013,-2849667.0,HSM80,A-,-2849667,202270,MZZ,202270EOT,Z,216Q,5,STAT,L,UG,3,RW,B-,Successful,216Q,300,2093879_216Q_202270,
26727,2093943,202270,-2849731,202270.0,Bachelor of Science,ECON,College of Letters & Science,Economics,N,UG,2022.0,6.0,4.0,,,,26.0,23.0,25.0,-2849731,2022-02-09 01:34:19,2022-02-09 01:34:19,ZCMP,400.001,-2849731.0,HSM60,A,-2849731,202270,MZZ,202270EOT,Z,161Q,11,M,L,UG,4,RW,A,Successful,161Q,400,2093943_161Q_202270,
26733,2094168,202170,-2849956,202170.0,Bachelor of Arts,PSCI,College of Letters & Science,Political Science,N,UG,2021.0,6.0,3.56,,,,19.0,17.0,18.0,-2849956,2021-06-08 01:33:57,2021-06-08 01:33:57,ZCMP,150.001,-2849956.0,HSM50,B-,-2849956,202230,MZZ,202230EOT,ZGC,105Q,903,M,L,UG,3,RW,C+,Unsuccessful,Combo1,150,2094168_105Q_202230,10.0
26737,2094186,202270,-2849974,202270.0,Bachelor of Science,KINE,College of Education/HHD,Kinesiology,N,UG,2022.0,5.0,4.0,,,,21.0,15.0,22.0,-2849974,2022-02-09 01:34:19,2022-02-09 01:34:19,ZCMP,300.005,-2849974.0,HSM50,A,-2849974,202270,MZZ,202270EOT,Z,161Q,8,M,L,UG,4,RW,A-,Successful,161Q,400,2094186_161Q_202270,
26740,2094232,202170,-2850020,202170.0,Bachelor of Arts,PPHT,College of Arts & Architecture,Photography Foundations,N,UG,2021.0,5.0,2.95,1040.0,500.0,540.0,,,,-2850020,2021-07-09 01:32:28,2021-07-09 01:32:28,ZCMP,290.006,-2850020.0,HSM60,C+,-2850020,202170,MZZ,202170EOT,ZGO,121Q,891,M,L,UG,3,W,W,Unsuccessful,121Q,300,2094232_121Q_202170,25.0
26742,2094253,202170,-2850041,202170.0,Bachelor of Science,US,University College,University Studies,N,UG,2021.0,6.0,3.92,,,,,,,-2850041,2021-06-12 01:34:55,2021-06-12 01:34:55,ZCMP,400.032,-2850041.0,HSM70,B,-2850041,202330,MZZ,202330EOT,Z,161Q,12,M,L,UG,4,W,W,Unsuccessful,161Q,400,2094253_161Q_202330,40.0
26746,2094377,202270,-2850165,202270.0,Bachelor of Science,US,University College,University Studies,N,UG,2022.0,6.0,3.7,,,,,,,-2850165,2023-01-18 01:32:02,2023-01-18 01:32:02,ZCMP,300.032,-2850165.0,HSM50,A-,-2850165,202330,MZZ,202330EOT,Z,121Q,11,M,L,UG,3,RW,C,Unsuccessful,121Q,300,2094377_121Q_202330,30.0
26748,2094386,202270,-2850174,202270.0,Bachelor of Science,PNUR,College of Nursing,Pre-Nursing,N,UG,2021.0,5.0,3.28,1240.0,660.0,580.0,,,,-2850174,2022-02-09 01:34:19,2022-02-09 01:34:19,ZCMP,300.002,-2850174.0,HSM50,C,-2850174,202270,MZZ,202270EOT,Z,121Q,5,M,L,UG,3,RW,B,Successful,121Q,300,2094386_121Q_202270,
26750,2094467,202130,-2850255,202130.0,Bachelor of Science,PSYX,College of Letters & Science,Psychology,T,UG,,,,,,,,,,-2850255,2022-01-07 01:34:51,2022-01-07 01:34:51,ZCMP,300.032,,,,-2850255,202270,MZZ,202270EOT,Z,121Q,5,M,L,UG,3,RW,B+,Successful,121Q,300,2094467_121Q_202270,30.0
26751,2094496,202170,-2850284,202170.0,Bachelor of Arts,PEVD,College of Arts & Architecture,Environmental Dsgn Foundations,N,UG,2021.0,5.0,4.0,1280.0,620.0,660.0,,,,-2850284,2021-02-02 01:32:29,2021-02-02 01:32:29,ZCMP,500.002,-2850284.0,HSM70,,-2850284,202170,MZZ,202170EOT,Z,151Q,4,M,L,UG,4,RW,A,Successful,151Q,400,2094496_151Q_202170,
26754,2094564,202170,-2850352,202170.0,Bachelor of Science,BLFM,College of Letters & Science,Biological Sciences,N,UG,2021.0,6.0,3.53,,,,,,,-2850352,2021-05-11 11:26:29,2021-05-11 11:26:29,ZCMP,400.032,-2850352.0,HSM50,B,-2850352,202170,MZZ,202170EOT,Z,161Q,13,M,L,UG,4,RW,C,Unsuccessful,161Q,400,2094564_161Q_202170,40.0
26758,2094627,202270,-2850415,202270.0,Bachelor of Science,ME,College of Engineering,Mechanical Engineering,N,UG,2021.0,6.0,3.81,1220.0,620.0,600.0,24.0,22.0,26.0,-2850415,2021-05-01 01:35:38,2021-05-01 01:35:38,ZCMP,400.001,-2850415.0,HSM50,A-,-2850415,202270,MZZ,202270EOT,Z,171Q,11,M,L,UG,4,RW,A-,Successful,171Q,500,2094627_171Q_202270,
26763,2094779,202170,-2850567,202170.0,Bachelor of Science,US,University College,University Studies,N,UG,2021.0,6.0,3.86,,,,,,,-2850567,2021-06-07 01:35:29,2021-06-07 01:35:29,ZCMP,300.032,-2850567.0,HSM50,A,-2850567,202170,MZZ,202170EOT,Z,121Q,5,M,L,UG,3,RW,A,Successful,121Q,300,2094779_121Q_202170,30.0
26766,2094886,202170,-2850674,202170.0,Bachelor of Science,MBCA,College of Agriculture,Microbiology,N,UG,2021.0,5.0,3.28,,,,18.0,18.0,16.0,-2850674,2021-02-02 01:32:29,2021-02-02 01:32:29,ZCMP,150.005,-2850674.0,HSM50,B-,-2850674,202170,MZZ,202170EOT,ZGC,090,909,M,L,UG,4,RE,A*,Successful,Combo2,100,2094886_090_202170,
26768,2094907,202170,-2850695,202170.0,Bachelor of Science,ASEQ,College of Agriculture,Animal Science,N,UG,2021.0,3.0,3.82,,,,,,,-2850695,2021-06-23 15:31:03,2021-06-23 15:31:03,ZCMP,400.032,-2850695.0,HSM60,,-2850695,202170,MZZ,202170EOT,Z,216Q,12,STAT,L,UG,3,RW,C+,Unsuccessful,216Q,300,2094907_216Q_202170,40.0
26771,2094986,202170,-2850774,202170.0,Bachelor of Science,ELED,College of Education/HHD,Elementary Education K-8,N,UG,2021.0,5.0,3.4,,,,,,,-2850774,2021-08-16 01:33:46,2021-08-16 01:33:46,ZCMP,300.032,,,,-2850774,202170,MZZ,202170EOT,Z,132,4,M,L,UG,3,RW,B,Successful,132,300,2094986_132_202170,30.0
26791,2095340,202170,-2851128,202170.0,Bachelor of Science,PBFN,College of Business,Pre-Business,N,UG,2021.0,6.0,3.93,,,,,,,-2851128,2021-05-11 11:26:29,2021-05-11 11:26:29,ZCMP,400.032,-2851128.0,HSM70,A,-2851128,202170,MZZ,202170EOT,Z,161Q,11,M,L,UG,4,RW,B+,Successful,161Q,400,2095340_161Q_202170,40.0
26799,2095624,202170,-2851412,202170.0,Bachelor of Science,PMED,College of Letters & Science,Pre-Medicine,N,UG,2021.0,5.0,4.0,1300.0,580.0,720.0,,,,-2851412,2021-03-03 01:33:37,2021-03-03 01:33:37,ZCMP,500.002,-2851412.0,HSM50,A,-2851412,202170,MZZ,202170EOT,Z,216Q,10,STAT,L,UG,3,RW,B,Successful,216Q,300,2095624_216Q_202170,
26806,2095741,202170,-2851529,202170.0,Bachelor of Science,PBMG,College of Business,Pre-Business,N,UG,2021.0,5.0,3.62,1090.0,520.0,570.0,,,,-2851529,2021-02-02 01:32:29,2021-02-02 01:32:29,ZCMP,300.002,,,,-2851529,202170,MZZ,202170EOT,Z,121Q,3,M,L,UG,3,RW,B+,Successful,121Q,300,2095741_121Q_202170,
