Unnamed: 0,PIDM,term_code,gid,admit_term,degree.x,major_code,college.x,major.x,stu_type,stu_level.x,high_school_grad_year,high_school_grad_month,hs_gpa,sat_total,sat_new_readwrit,sat_new_math,act_composite,act_eng,act_math,gid_tests,test_date,activity_date,test_code,test_score,gid_hsmath,hsmath_course,hsmath_grade,gid_courses,term,student_campus,event,campus_code,course_number,section_number,subj_code,section_type,credit_levl,course_credits,reg_status,grade,grade_category,course_number_updated,course_level,PIDM_course_number_term,ERM_SCORE
64820,2261459,202170,-3015931,202170.0,Bachelor of Science,PSYX,College of Letters & Science,Psychology,N,UG,2020.0,12.0,2.16,,,,,,,-3015931,2021-08-16 01:34:21,2021-08-16 01:34:21,ZCMP,300.032,,,,-3015931,202170,MZZ,202170EOT,Z,105Q,1,M,L,UG,3,RW,C,Unsuccessful,105Q,290,2261459_105Q_202170,30.0
64821,2261503,202170,-3015975,202170.0,Bachelor of Science,PMED,College of Letters & Science,Pre-Medicine,T,UG,2008.0,3.0,2.5,,,,,,,-3015975,2021-08-26 01:34:18,2021-08-26 01:34:18,ZCMP,250.032,-3015975.0,HSM60,,-3015975,202230,MZZ,202230EOT,Z,121Q,12,M,L,UG,3,WD,W,Unsuccessful,121Q,300,2261503_121Q_202230,25.0
64823,2261507,202170,-3015979,202170.0,Bachelor of Science,GENG,College of Engineering,General Engineering,N,UG,2020.0,6.0,3.05,,,,,,,-3015979,2021-08-18 01:34:22,2021-08-18 01:34:22,ZCMP,300.032,-3015979.0,HSM50,,-3015979,202170,MZZ,202170EOT,Z,121Q,17,M,L,UG,3,W,W,Unsuccessful,121Q,300,2261507_121Q_202170,30.0
64828,2262118,202270,-3016588,202270.0,Bachelor of Science,AGFR,College of Agriculture,Agricultural Business,N,UG,2022.0,6.0,2.78,,,,,,,-3016588,2022-08-17 01:35:35,2022-08-17 01:35:35,ZCMP,300.032,-3016588.0,HSM50,B,-3016588,202270,MZZ,202270EOT,Z,121Q,7,M,L,UG,3,RW,F,Unsuccessful,121Q,300,2262118_121Q_202270,30.0
64831,2262353,202270,-3016823,202270.0,Bachelor of Science,BUMK,College of Business,Business,N,UG,2022.0,5.0,3.317,,,,23.0,22.0,18.0,-3016823,2022-05-19 01:36:32,2022-05-19 01:36:32,ZCMP,150.001,-3016823.0,HSM50,A-,-3016823,202270,MZZ,202270EOT,ZGC,090,918,M,L,UG,4,RW,A*,Successful,Combo2,100,2262353_090_202270,
64834,2262396,202270,-3016866,202270.0,Bachelor of Science,ME,College of Engineering,Mechanical Engineering,N,UG,2022.0,5.0,4.0,,,,28.0,25.0,27.0,-3016866,2022-02-09 01:34:56,2022-02-09 01:34:56,ZCMP,500.001,-3016866.0,HSM80,B,-3016866,202270,MZZ,202270EOT,Z,171Q,15,M,L,UG,4,RW,B+,Successful,171Q,500,2262396_171Q_202270,
64839,2262483,202270,-3016953,202270.0,Bachelor of Science,PMED,College of Letters & Science,Pre-Medicine,N,UG,2022.0,5.0,4.0,1090.0,550.0,540.0,,,,-3016953,2022-08-01 01:33:16,2022-08-01 01:33:16,ZCMP,400.032,-3016953.0,HSM80,B,-3016953,202270,MZZ,202270EOT,Z,216Q,8,STAT,L,UG,3,RW,B,Successful,216Q,300,2262483_216Q_202270,40.0
64855,2262510,202270,-3016980,202270.0,Bachelor of Science,BTMA,College of Agriculture,Biotechnology,N,UG,2022.0,5.0,4.0,1270.0,640.0,630.0,,,,-3016980,2022-02-09 01:34:56,2022-02-09 01:34:56,ZCMP,400.002,-3016980.0,HSM50,A-,-3016980,202330,MZZ,202330EOT,Z,216Q,7,STAT,L,UG,3,RW,B+,Successful,216Q,300,2262510_216Q_202330,
64858,2263280,202370,-3017750,202370.0,Bachelor of Science,CLBA,College of Agriculture,Cell Biology and Neuroscience,N,UG,2023.0,6.0,3.57,,,,18.0,17.0,17.0,-3017750,2023-05-30 01:32:40,2023-05-30 01:32:40,ZCMP,250.032,,,,-3017750,202370,MZZ,202370EOT,ZGC,121Q,917,M,L,UG,3,RW,B,Successful,Combo3,250,2263280_121Q_202370,25.0
64861,2263319,202370,-3017789,202370.0,Bachelor of Science,PNUR,College of Nursing,Pre-Nursing,N,UG,2023.0,5.0,3.96,1170.0,550.0,620.0,,,,-3017789,2023-02-08 01:38:53,2023-02-08 01:38:53,ZCMP,400.002,-3017789.0,HSM50,A-,-3017789,202370,MZZ,202370EOT,Z,216Q,6,STAT,L,UG,3,RW,B,Successful,216Q,300,2263319_216Q_202370,
64866,2263622,202270,-3018092,202270.0,Bachelor of Science,US,University College,University Studies,N,UG,2022.0,5.0,3.8,1300.0,680.0,620.0,,,,-3018092,2022-02-09 01:34:56,2022-02-09 01:34:56,ZCMP,400.002,,,,-3018092,202330,MZZ,202330EOT,Z,161Q,9,M,L,UG,4,RW,A,Successful,161Q,400,2263622_161Q_202330,
64867,2263726,202270,-3018196,202270.0,Bachelor of Science,MBOA,College of Agriculture,Microbiology,N,UG,2022.0,6.0,3.34,,,,28.0,26.0,26.0,-3018196,2022-05-26 01:35:45,2022-05-26 01:35:45,ZCMP,400.001,,,,-3018196,202270,MZZ,202270EOT,Z,216Q,1,STAT,L,UG,3,RE,B-,Successful,216Q,300,2263726_216Q_202270,
64875,2263912,202170,-3018382,202170.0,Bachelor of Science,PHPT,College of Letters & Science,Physics,T,UG,,,,,,,,,,-3018382,2021-07-27 01:34:54,2021-07-27 01:34:54,ZCMP,300.032,,,,-3018382,202170,MZZ,202170EOT,Z,121Q,13,M,L,UG,3,W,W,Unsuccessful,121Q,300,2263912_121Q_202170,30.0
64876,2263934,202270,-3018404,202270.0,Bachelor of Science,US,University College,University Studies,N,UG,2022.0,6.0,3.31,1110.0,590.0,520.0,,,,-3018404,2023-06-03 01:32:10,2023-06-03 01:32:10,ZCMP,300.032,-3018404.0,HSM50,B,-3018404,202350,MZZ,202350EOT,ZO,121Q,803,M,L,UG,3,WD,W,Unsuccessful,121Q,300,2263934_121Q_202350,30.0
64880,2263936,202270,-3018406,202270.0,Bachelor of Science,KINE,College of Education/HHD,Kinesiology,N,UG,2022.0,5.0,4.0,1270.0,630.0,640.0,,,,-3018406,2022-02-09 01:34:56,2022-02-09 01:34:56,ZCMP,500.002,-3018406.0,HSM60,B,-3018406,202270,MZZ,202270EOT,Z,171Q,5,M,L,UG,4,RW,B,Successful,171Q,500,2263936_171Q_202270,
64887,2263974,202170,-3018443,202170.0,Associate of Applied Science,AASC,Gallatin College,Culinary Arts,N,UG,2021.0,5.0,3.96,,,,,,,-3018443,2023-04-07 01:32:02,2023-04-07 01:32:02,ZCMP,400.032,,,,-3018443,202370,MZZ,202370EOT,Z,121Q,3,M,L,UG,3,RW,A,Successful,121Q,300,2263974_121Q_202370,40.0
64896,2263991,202170,-3018460,202170.0,Bachelor of Science,PBUS,College of Business,Pre-Business,N,UG,2020.0,6.0,2.95,,,,,,,-3018460,2021-08-12 01:34:30,2021-08-12 01:34:30,ZCMP,150.032,-3018460.0,HSM80,,-3018460,202170,MZZ,202170EOT,ZGC,090,912,M,L,UG,4,W,W*,Unsuccessful,Combo2,100,2263991_090_202170,15.0
64903,2263996,202170,-3018465,202170.0,Bachelor of Science,CE,College of Engineering,Civil Engineering,N,UG,2021.0,4.0,4.0,,,,,,,-3018465,2021-05-13 01:33:00,2021-05-13 01:33:00,ZCMP,400.032,-3018465.0,HSM50,A,-3018465,202170,MZZ,202170EOT,Z,151Q,9,M,L,UG,4,RW,B,Successful,151Q,400,2263996_151Q_202170,40.0
64910,2263998,202170,-3018467,202170.0,Non Degree,NDDE,Gallatin College,Non-Degree Dual Enrolled HS,H,UG,,,,,,,25.0,24.0,19.0,-3018467,2022-08-21 01:34:38,2022-08-21 01:34:38,ZCMP,300.032,-3018467.0,HSM60,A+,-3018467,202270,MZZ,202270EOT,Z,121Q,14,M,L,UG,3,RW,A,Successful,121Q,300,2263998_121Q_202270,30.0
64928,2264020,202270,-3018488,202270.0,Bachelor of Science,BLBE,College of Letters & Science,Biological Sciences,N,UG,2022.0,6.0,3.89,,,,30.0,30.0,27.0,-3018488,2022-02-09 01:34:56,2022-02-09 01:34:56,ZCMP,500.001,,,,-3018488,202270,MZZ,202270EOT,Z,161Q,3,M,L,UG,4,RW,B,Successful,161Q,400,2264020_161Q_202270,
64932,2264023,202270,-3018491,202270.0,Bachelor of Science,ESPL,College of Letters & Science,Earth Sciences,N,UG,2022.0,6.0,3.9,,,,26.0,21.0,24.0,-3018491,2022-07-12 12:19:21,2022-07-12 12:19:21,ZCMP,400.013,-3018491.0,HSM50,A,-3018491,202270,MZZ,202270EOT,Z,151Q,4,M,L,UG,4,RW,B-,Successful,151Q,400,2264023_151Q_202270,
64937,2264026,202330,-3018494,202330.0,Non Degree,NDDE,Gallatin College,Non-Degree Dual Enrolled HS,H,UG,2023.0,6.0,3.94,,,,30.0,33.0,25.0,-3018494,2022-11-24 01:31:08,2022-11-24 01:31:08,ZCMP,400.001,,,,-3018494,202330,MGG,202330EOT,DC,105Q,52,M,L,UG,3,RE,A,Successful,105Q,290,2264026_105Q_202330,
64940,2264033,202270,-3018501,202270.0,Bachelor of Science,BUSN,College of Business,Business,N,UG,2022.0,5.0,3.51,,,,24.0,21.0,28.0,-3018501,2022-02-09 01:34:56,2022-02-09 01:34:56,ZCMP,500.001,-3018501.0,HSM50,A-,-3018501,202270,MZZ,202270EOT,Z,216Q,3,STAT,L,UG,3,RE,A,Successful,216Q,300,2264033_216Q_202270,
64942,2264040,202270,-3018508,202270.0,Bachelor of Science,US,University College,University Studies,N,UG,2022.0,6.0,4.0,,,,27.0,26.0,26.0,-3018508,2022-06-21 01:34:49,2022-06-21 01:34:49,ZCMP,450.013,-3018508.0,HSM80,A,-3018508,202270,MZZ,202270EOT,Z,161Q,10,M,L,UG,4,RW,A,Successful,161Q,400,2264040_161Q_202270,
64959,2264048,202270,-3018516,202270.0,Bachelor of Science,MOPT,College of Letters & Science,Mathematics,N,UG,2022.0,5.0,3.45,,,,26.0,24.0,26.0,-3018516,2022-02-09 01:34:57,2022-02-09 01:34:57,ZCMP,400.001,-3018516.0,HSM60,B+,-3018516,202270,MZZ,202270EOT,Z,171Q,91,M,L,UG,4,RE,B,Successful,171Q,500,2264048_171Q_202270,
64969,2264067,202270,-3018535,202270.0,Bachelor of Arts,PEVD,College of Arts & Architecture,Environmental Dsgn Foundations,N,UG,2022.0,5.0,3.39,850.0,400.0,450.0,,,,-3018535,2022-06-08 01:35:25,2022-06-08 01:35:25,ZCMP,150.006,,,,-3018535,202270,MZZ,202270EOT,ZGC,090,901,M,L,UG,4,RW,B*,Successful,Combo2,100,2264067_090_202270,
64973,2264070,202170,-3018538,202170.0,Bachelor of Science,CE,College of Engineering,Civil Engineering,N,UG,2021.0,6.0,2.87,,,,,,,-3018538,2021-08-11 01:32:58,2021-08-11 01:32:58,ZCMP,300.032,-3018538.0,HSM60,C+,-3018538,202170,MZZ,202170EOT,Z,121Q,14,M,L,UG,3,RW,D,Unsuccessful,121Q,300,2264070_121Q_202170,30.0
64976,2264075,202170,-3018543,202170.0,Bachelor of Science,PBMK,College of Business,Pre-Business,N,UG,,,2.8,,,,27.0,24.0,26.0,-3018543,2021-03-16 01:33:54,2021-03-16 01:33:54,ZCMP,400.001,-3018543.0,HSM50,B,-3018543,202170,MZZ,202170EOT,Z,161Q,3,M,L,UG,4,RW,B,Successful,161Q,400,2264075_161Q_202170,30.0
64979,2264111,202270,-3018576,202270.0,Bachelor of Science,ENES,College of Agriculture,Environmental Sciences,N,UG,2022.0,6.0,3.38,,,,,,,-3018576,2022-02-09 01:34:57,2022-02-09 01:34:57,ZCMP,0.0,-3018576.0,HSM50,B,-3018576,202270,MZZ,202270EOT,Z,121Q,15,M,L,UG,3,RE,C,Unsuccessful,121Q,300,2264111_121Q_202270,
65003,2264137,202170,-3018598,202170.0,Bachelor of Science,MOPT,College of Letters & Science,Mathematics,N,UG,2021.0,6.0,4.0,1280.0,550.0,730.0,,,,-3018598,2021-03-17 01:33:03,2021-03-17 01:33:03,ZCMP,500.002,-3018598.0,HSM60,A,-3018598,202170,MZZ,202170EOT,Z,216Q,12,STAT,L,UG,3,RW,C+,Unsuccessful,216Q,300,2264137_216Q_202170,
65044,2264138,202170,-3018599,202170.0,Bachelor of Science,PBMG,College of Business,Pre-Business,N,UG,2021.0,6.0,3.72,,,,,,,-3018599,2021-08-06 01:34:47,2021-08-06 01:34:47,ZCMP,100.032,-3018599.0,HSM50,B-,-3018599,202170,MZZ,202170EOT,ZGC,090,921,M,L,UG,4,RE,B+*,Successful,Combo2,100,2264138_090_202170,10.0
65051,2264139,202170,-3018600,202170.0,Bachelor of Science,CLBA,College of Agriculture,Cell Biology and Neuroscience,T,UG,,,,,,,,,,-3018600,2021-07-16 01:35:36,2021-07-16 01:35:36,ZCMP,400.032,,,,-3018600,202170,MZZ,202170EOT,Z,216Q,5,STAT,L,UG,3,W,W,Unsuccessful,216Q,300,2264139_216Q_202170,40.0
65052,2264143,202270,-3018604,202270.0,Bachelor of Science,AGBU,College of Agriculture,Agricultural Business,T,UG,2018.0,12.0,2.87,,,,,,,-3018604,2022-05-20 01:36:01,2022-05-20 01:36:01,ZCMP,150.032,,,,-3018604,202330,MZZ,202330EOT,ZGC,090,906,M,L,UG,4,RW,B+*,Successful,Combo2,100,2264143_090_202330,15.0
65055,2264146,202270,-3018607,202270.0,Bachelor of Arts,PEVD,College of Arts & Architecture,Environmental Dsgn Foundations,N,UG,2022.0,5.0,3.98,,,,23.0,22.0,26.0,-3018607,2022-02-09 01:34:57,2022-02-09 01:34:57,ZCMP,400.001,-3018607.0,HSM50,A,-3018607,202270,MZZ,202270EOT,Z,151Q,2,M,L,UG,4,RW,B+,Successful,151Q,400,2264146_151Q_202270,
65057,2264148,202370,-3018609,202370.0,Bachelor of Science,US,University College,University Studies,N,UG,2023.0,5.0,4.0,,,,20.0,16.0,19.0,-3018609,2023-05-19 01:31:50,2023-05-19 01:31:50,ZCMP,300.032,,,,-3018609,202370,MZZ,202370EOT,Z,121Q,15,M,L,UG,3,RW,A,Successful,121Q,300,2264148_121Q_202370,30.0
65059,2264152,202370,-3018613,202370.0,Bachelor of Science,ME,College of Engineering,Mechanical Engineering,N,UG,,,3.979,,,,28.0,28.0,32.0,-3018613,2023-02-08 01:38:53,2023-02-08 01:38:53,ZCMP,500.001,-3018613.0,HSM80,,-3018613,202370,MZZ,202370EOT,Z,171Q,15,M,L,UG,4,RW,A-,Successful,171Q,500,2264152_171Q_202370,
65075,2264153,202270,-3018614,202270.0,Bachelor of Science,CLNA,College of Agriculture,Cell Biology and Neuroscience,N,UG,2022.0,6.0,3.7,,,,24.0,22.0,25.0,-3018614,2022-02-09 01:34:57,2022-02-09 01:34:57,ZCMP,400.001,-3018614.0,HSM60,B,-3018614,202270,MZZ,202270EOT,Z,151Q,14,M,L,UG,4,RW,C+,Unsuccessful,151Q,400,2264153_151Q_202270,
65079,2264156,202270,-3018617,202270.0,Bachelor of Science,CE,College of Engineering,Civil Engineering,N,UG,2022.0,6.0,4.0,,,,28.0,30.0,29.0,-3018617,2022-02-09 01:34:57,2022-02-09 01:34:57,ZCMP,500.001,-3018617.0,HSM50,A,-3018617,202270,MZZ,202270EOT,Z,171Q,8,M,L,UG,4,RW,A,Successful,171Q,500,2264156_171Q_202270,
65086,2264172,202270,-3018633,202270.0,Bachelor of Science,PMED,College of Letters & Science,Pre-Medicine,N,UG,2022.0,5.0,4.0,1130.0,550.0,580.0,24.0,24.0,24.0,-3018633,2022-07-17 01:34:50,2022-07-17 01:34:50,ZCMP,400.032,,,,-3018633,202270,MZZ,202270EOT,Z,216Q,3,STAT,L,UG,3,RE,A-,Successful,216Q,300,2264172_216Q_202270,40.0
65089,2264203,202270,-3018660,202270.0,Bachelor of Science,ME,College of Engineering,Mechanical Engineering,N,UG,2022.0,4.0,3.88,,,,,,,-3018660,2022-02-09 01:34:57,2022-02-09 01:34:57,ZCMP,0.0,-3018660.0,HSM50,A-,-3018660,202270,MZZ,202270EOT,Z,171Q,2,M,L,UG,4,RW,C,Unsuccessful,171Q,500,2264203_171Q_202270,
65095,2264214,202170,-3018669,202170.0,Bachelor of Science,PNUR,College of Nursing,Pre-Nursing,N,UG,2021.0,5.0,4.0,1270.0,700.0,570.0,,,,-3018669,2021-06-17 01:32:59,2021-06-17 01:32:59,ZCMP,300.002,,,,-3018669,202230,MZZ,202230EOT,Z,216Q,7,STAT,L,UG,3,RW,A,Successful,216Q,300,2264214_216Q_202230,
65097,2264245,202230,-3018700,202230.0,Bachelor of Science,ENVH,College of Agriculture,Environmental Horticulture,T,UG,,,,,,,,,,-3018700,2021-11-12 01:33:52,2021-11-12 01:33:52,ZCMP,250.032,,,,-3018700,202230,MZZ,202230EOT,ZGC,121Q,915,M,L,UG,3,RW,A,Successful,Combo3,250,2264245_121Q_202230,25.0
65099,2264264,202370,-3018719,202370.0,Bachelor of Arts,PEVD,College of Arts & Architecture,Environmental Dsgn Foundations,T,UG,,,3.09,,,,,,,-3018719,2023-06-23 01:32:52,2023-06-23 01:32:52,ZCMP,300.032,,,,-3018719,202370,MZZ,202370EOT,Z,121Q,16,M,L,UG,3,RW,C+,Unsuccessful,121Q,300,2264264_121Q_202370,30.0
65102,2264412,202270,-3018867,202270.0,Bachelor of Science,EE,College of Engineering,Electrical Engineering,N,UG,2022.0,5.0,3.9,1230.0,590.0,640.0,,,,-3018867,2022-02-09 01:34:57,2022-02-09 01:34:57,ZCMP,500.002,-3018867.0,HSM60,B,-3018867,202270,MZZ,202270EOT,Z,171Q,3,M,L,UG,4,RW,B-,Successful,171Q,500,2264412_171Q_202270,
65109,2264475,202270,-3018930,202270.0,Bachelor of Science,GENG,College of Engineering,General Engineering,N,UG,2022.0,6.0,3.9,1130.0,570.0,560.0,,,,-3018930,2022-08-23 01:34:58,2022-08-23 01:34:58,ZCMP,400.032,-3018930.0,HSM50,A-,-3018930,202270,MZZ,202270EOT,Z,151Q,8,M,L,UG,4,RW,A-,Successful,151Q,400,2264475_151Q_202270,40.0
65112,2264538,202270,-3018993,202270.0,Bachelor of Science,BUMG,College of Business,Business,N,UG,2022.0,5.0,4.0,1070.0,520.0,550.0,,,,-3018993,2022-02-24 01:33:03,2022-02-24 01:33:03,ZCMP,300.006,-3018993.0,HSM60,B,-3018993,202270,MZZ,202270EOT,Z,121Q,6,M,L,UG,3,RW,B+,Successful,121Q,300,2264538_121Q_202270,
65135,2264552,202370,-3019007,202370.0,Bachelor of Science,KINE,College of Education/HHD,Kinesiology,T,UG,2022.0,6.0,4.02,,,,,,,-3019007,2023-08-21 01:31:12,2023-08-21 01:31:12,ZCMP,300.032,,,,-3019007,202370,MZZ,202370EOT,Z,121Q,17,M,L,UG,3,RW,B+,Successful,121Q,300,2264552_121Q_202370,30.0
65136,2264600,202370,-3019055,202370.0,Bachelor of Arts,PEVD,College of Arts & Architecture,Environmental Dsgn Foundations,N,UG,2023.0,6.0,4.19,1470.0,720.0,750.0,,,,-3019055,2023-02-08 01:38:53,2023-02-08 01:38:53,ZCMP,500.002,-3019055.0,HSM60,,-3019055,202370,MZZ,202370EOT,Z,171Q,2,M,L,UG,4,RW,B,Successful,171Q,500,2264600_171Q_202370,
65140,2264609,202370,-3019064,202370.0,Bachelor of Science,BUMG,College of Business,Business,N,UG,2023.0,6.0,3.3,910.0,480.0,430.0,18.0,15.0,18.0,-3019064,2023-05-11 01:31:53,2023-05-11 01:31:53,ZCMP,150.001,,,,-3019064,202370,MZZ,202370EOT,ZGC,090,906,M,L,UG,4,RW,F*,Unsuccessful,Combo2,100,2264609_090_202370,10.0
65144,2264721,202270,-3019176,202270.0,Bachelor of Science,BUFN,College of Business,Business,N,UG,2022.0,5.0,3.23,990.0,490.0,500.0,19.0,16.0,19.0,-3019176,2022-08-04 01:33:14,2022-08-04 01:33:14,ZCMP,150.001,-3019176.0,HSM50,A,-3019176,202270,MZZ,202270EOT,ZGC,090,904,M,L,UG,4,RW,B+*,Successful,Combo2,100,2264721_090_202270,
65158,2264806,202270,-3019261,202270.0,Bachelor of Science,BUMG,College of Business,Business,N,UG,2022.0,6.0,3.72,,,,,,,-3019261,2022-06-11 01:35:27,2022-06-11 01:35:27,ZCMP,400.032,-3019261.0,HSM60,A,-3019261,202270,MZZ,202270EOT,Z,216Q,9,STAT,L,UG,3,RW,B,Successful,216Q,300,2264806_216Q_202270,40.0
65162,2264814,202270,-3019269,202270.0,Bachelor of Arts,CSBA,College of Engineering,Computer Science,N,UG,2022.0,6.0,3.66,,,,,,,-3019269,2022-07-08 01:34:18,2022-07-08 01:34:18,ZCMP,400.032,,,,-3019269,202270,MZZ,202270EOT,Z,151Q,3,M,L,UG,4,RW,B,Successful,151Q,400,2264814_151Q_202270,40.0
65164,2264853,202270,-3019308,202270.0,Bachelor of Science,MET,College of Engineering,Mechanical Engineering Tech,N,UG,2022.0,6.0,3.55,,,,,,,-3019308,2022-06-13 01:36:12,2022-06-13 01:36:12,ZCMP,300.032,,,,-3019308,202270,MZZ,202270EOT,Z,121Q,14,M,L,UG,3,RW,C+,Unsuccessful,121Q,300,2264853_121Q_202270,30.0
65171,2264856,202270,-3019311,202270.0,Bachelor of Science,BUMG,College of Business,Business,N,UG,2022.0,5.0,3.46,,,,20.0,22.0,17.0,-3019311,2022-04-16 01:33:55,2022-04-16 01:33:55,ZCMP,150.001,,,,-3019311,202270,MZZ,202270EOT,ZGC,090,918,M,L,UG,4,RE,A*,Successful,Combo2,100,2264856_090_202270,
65173,2264862,202370,-3019315,202370.0,Bachelor of Science,BUMK,College of Business,Business,N,UG,,,4.11,,,,23.0,21.0,25.0,-3019315,2023-06-30 01:31:58,2023-06-30 01:31:58,ZCMP,450.013,-3019315.0,HSM80,,-3019315,202370,MZZ,202370EOT,Z,216Q,1,STAT,L,UG,3,RE,I,Unsuccessful,216Q,300,2264862_216Q_202370,
65182,2264879,202170,-3019332,202170.0,Bachelor of Science,HDFS,College of Education/HHD,Human Development & Family Sci,N,UG,,,3.28,,,,,,,-3019332,2021-08-17 01:34:31,2021-08-17 01:34:31,ZCMP,100.032,-3019332.0,HSM40,C,-3019332,202230,MZZ,202230EOT,ZGC,088,901,M,L,UG,4,RW,F*,Unsuccessful,088,100,2264879_088_202230,10.0
65183,2264916,202170,-3019366,202170.0,Bachelor of Science,PBMG,College of Business,Pre-Business,T,UG,,,,,,,,,,-3019366,2021-05-11 11:27:41,2021-05-11 11:27:41,ZCMP,300.032,,,,-3019366,202170,MZZ,202170EOT,Z,161Q,3,M,L,UG,4,RW,C,Unsuccessful,161Q,400,2264916_161Q_202170,30.0
65188,2264926,202170,-3019376,202170.0,Bachelor of Science,PBFN,College of Business,Pre-Business,N,UG,2020.0,12.0,3.42,1100.0,540.0,560.0,,,,-3019376,2021-07-21 01:34:36,2021-07-21 01:34:36,ZCMP,300.002,-3019376.0,HSM50,C+,-3019376,202170,MZZ,202170EOT,Z,121Q,10,M,L,UG,3,RW,B,Successful,121Q,300,2264926_121Q_202170,
65195,2264937,202170,-3019387,202170.0,Bachelor of Science,US,University College,University Studies,N,UG,2021.0,6.0,3.16,,,,,,,-3019387,2021-08-11 01:32:58,2021-08-11 01:32:58,ZCMP,250.032,-3019387.0,HSM50,B,-3019387,202230,MZZ,202230EOT,ZGC,121Q,908,M,L,UG,3,RW,F,Unsuccessful,Combo3,250,2264937_121Q_202230,25.0
65198,2264950,202270,-3019400,202270.0,Bachelor of Science,US,University College,University Studies,N,UG,2022.0,6.0,3.99,1410.0,690.0,720.0,,,,-3019400,2022-02-09 01:34:57,2022-02-09 01:34:57,ZCMP,500.002,-3019400.0,HSM80,A,-3019400,202270,MZZ,202270EOT,Z,216Q,7,STAT,L,UG,3,RW,A,Successful,216Q,300,2264950_216Q_202270,
65204,2264994,202270,-3019444,202270.0,Bachelor of Science,BUMK,College of Business,Business,N,UG,2022.0,6.0,3.0,,,,16.0,12.0,17.0,-3019444,2022-05-26 01:35:45,2022-05-26 01:35:45,ZCMP,150.001,,,,-3019444,202270,MZZ,202270EOT,ZGC,090,909,M,L,UG,4,RW,B*,Successful,Combo2,100,2264994_090_202270,
65210,2264997,202270,-3019447,202270.0,Bachelor of Science,ESSS,College of Letters & Science,Earth Sciences,N,UG,2022.0,6.0,3.57,,,,,,,-3019447,2022-08-06 01:38:37,2022-08-06 01:38:37,ZCMP,100.032,,,,-3019447,202270,MZZ,202270EOT,ZGC,090,926,M,L,UG,4,RW,C+*,Unsuccessful,Combo2,100,2264997_090_202270,10.0
65214,2265005,202270,-3019454,202270.0,Bachelor of Science,BUMK,College of Business,Business,N,UG,2022.0,6.0,3.0,1120.0,540.0,580.0,,,,-3019454,2022-02-09 01:34:57,2022-02-09 01:34:57,ZCMP,300.002,-3019454.0,HSM50,B,-3019454,202270,MZZ,202270EOT,Z,121Q,15,M,L,UG,3,RE,A-,Successful,121Q,300,2265005_121Q_202270,
65217,2265023,202270,-3019472,202270.0,Bachelor of Science,ELED,College of Education/HHD,Elementary Education K-8,T,UG,,,,,,,,,,-3019472,2022-06-07 01:34:48,2022-06-07 01:34:48,ZCMP,300.032,,,,-3019472,202270,MZZ,202270EOT,Z,132,4,M,L,UG,3,RW,C-,Unsuccessful,132,300,2265023_132_202270,30.0
65218,2265034,202270,-3019483,202270.0,Bachelor of Science,PMED,College of Letters & Science,Pre-Medicine,N,UG,2022.0,5.0,3.61,,,,,,,-3019483,2022-08-03 01:33:49,2022-08-03 01:33:49,ZCMP,300.032,,,,-3019483,202270,MZZ,202270EOT,Z,121Q,11,M,L,UG,3,RW,C,Unsuccessful,121Q,300,2265034_121Q_202270,30.0
65219,2265041,202270,-3019490,202270.0,Bachelor of Arts,PFLM,College of Arts & Architecture,Film Foundations,N,UG,,,3.27,,,,20.0,20.0,18.0,-3019490,2022-02-09 01:34:57,2022-02-09 01:34:57,ZCMP,150.001,-3019490.0,HSM50,A-,-3019490,202330,MZZ,202330EOT,ZGC,105Q,903,M,L,UG,3,RW,B,Successful,Combo1,150,2265041_105Q_202330,
65227,2265062,202270,-3019511,202270.0,Bachelor of Science,US,University College,University Studies,N,UG,2022.0,6.0,3.77,1200.0,600.0,600.0,,,,-3019511,2022-02-09 01:34:57,2022-02-09 01:34:57,ZCMP,400.002,-3019511.0,HSM50,B+,-3019511,202270,MZZ,202270EOT,Z,151Q,4,M,L,UG,4,RW,B+,Successful,151Q,400,2265062_151Q_202270,
65229,2265073,202170,-3019518,202170.0,Bachelor of Science,CHCP,College of Letters & Science,Chemistry,N,UG,,,3.51,1240.0,600.0,640.0,,,,-3019518,2021-04-30 01:35:06,2021-04-30 01:35:06,ZCMP,500.002,-3019518.0,HSM70,B+,-3019518,202170,MZZ,202170EOT,Z,171Q,7,M,L,UG,4,RW,B-,Successful,171Q,500,2265073_171Q_202170,
65284,2265088,202170,-3019533,202170.0,Bachelor of Science,ENES,College of Agriculture,Environmental Sciences,T,UG,,,,,,,,,,-3019533,2021-06-08 01:34:35,2021-06-08 01:34:35,ZCMP,300.032,,,,-3019533,202250,MZZ,202250EOT,ZO,161Q,801,M,L,UG,4,RE,A,Successful,161Q,400,2265088_161Q_202250,30.0
65285,2265094,202250,-3019539,202250.0,Bachelor of Science,BUMG,College of Business,Business,T,UG,,,,,,,19.0,21.0,16.0,-3019539,2022-02-09 01:34:57,2022-02-09 01:34:57,ZCMP,100.005,,,,-3019539,202250,MZZ,202250EOT,ZGO,090,801,M,L,UG,4,RE,A*,Successful,090,150,2265094_090_202250,
